PING 192.168.0.104 (192.168.0.104) 56(84) bytes of data.
64 bytes from 192.168.0.104: icmp_seq=1 ttl=64 time=58.4 ms
64 bytes from 192.168.0.104: icmp_seq=2 ttl=64 time=54.6 ms
64 bytes from 192.168.0.104: icmp_seq=3 ttl=64 time=59.3 ms
64 bytes from 192.168.0.104: icmp_seq=4 ttl=64 time=53.3 ms
64 bytes from 192.168.0.104: icmp_seq=5 ttl=64 time=57.0 ms
64 bytes from 192.168.0.104: icmp_seq=6 ttl=64 time=62.2 ms
64 bytes from 192.168.0.104: icmp_seq=7 ttl=64 time=56.9 ms
64 bytes from 192.168.0.104: icmp_seq=8 ttl=64 time=71.6 ms
64 bytes from 192.168.0.104: icmp_seq=9 ttl=64 time=65.4 ms
64 bytes from 192.168.0.104: icmp_seq=10 ttl=64 time=63.5 ms
64 bytes from 192.168.0.104: icmp_seq=11 ttl=64 time=58.4 ms
64 bytes from 192.168.0.104: icmp_seq=12 ttl=64 time=63.7 ms
64 bytes from 192.168.0.104: icmp_seq=13 ttl=64 time=56.6 ms
64 bytes from 192.168.0.104: icmp_seq=14 ttl=64 time=57.0 ms
64 bytes from 192.168.0.104: icmp_seq=15 ttl=64 time=59.7 ms
64 bytes from 192.168.0.104: icmp_seq=16 ttl=64 time=58.9 ms
64 bytes from 192.168.0.104: icmp_seq=17 ttl=64 time=60.4 ms
64 bytes from 192.168.0.104: icmp_seq=18 ttl=64 time=54.1 ms
64 bytes from 192.168.0.104: icmp_seq=19 ttl=64 time=66.9 ms
64 bytes from 192.168.0.104: icmp_seq=20 ttl=64 time=771 ms
64 bytes from 192.168.0.104: icmp_seq=21 ttl=64 time=78.5 ms
64 bytes from 192.168.0.104: icmp_seq=22 ttl=64 time=56.9 ms
64 bytes from 192.168.0.104: icmp_seq=23 ttl=64 time=59.8 ms
64 bytes from 192.168.0.104: icmp_seq=24 ttl=64 time=58.5 ms
64 bytes from 192.168.0.104: icmp_seq=25 ttl=64 time=59.1 ms
64 bytes from 192.168.0.104: icmp_seq=26 ttl=64 time=65.6 ms
64 bytes from 192.168.0.104: icmp_seq=27 ttl=64 time=58.7 ms
64 bytes from 192.168.0.104: icmp_seq=28 ttl=64 time=56.0 ms
64 bytes from 192.168.0.104: icmp_seq=29 ttl=64 time=58.7 ms
64 bytes from 192.168.0.104: icmp_seq=30 ttl=64 time=57.3 ms
64 bytes from 192.168.0.104: icmp_seq=31 ttl=64 time=61.4 ms
64 bytes from 192.168.0.104: icmp_seq=32 ttl=64 time=56.0 ms
64 bytes from 192.168.0.104: icmp_seq=33 ttl=64 time=57.4 ms
64 bytes from 192.168.0.104: icmp_seq=34 ttl=64 time=58.1 ms
64 bytes from 192.168.0.104: icmp_seq=35 ttl=64 time=62.5 ms
64 bytes from 192.168.0.104: icmp_seq=36 ttl=64 time=58.4 ms
64 bytes from 192.168.0.104: icmp_seq=37 ttl=64 time=60.5 ms
64 bytes from 192.168.0.104: icmp_seq=38 ttl=64 time=56.2 ms
64 bytes from 192.168.0.104: icmp_seq=39 ttl=64 time=112 ms
64 bytes from 192.168.0.104: icmp_seq=40 ttl=64 time=57.3 ms
64 bytes from 192.168.0.104: icmp_seq=41 ttl=64 time=55.0 ms
64 bytes from 192.168.0.104: icmp_seq=42 ttl=64 time=57.3 ms
64 bytes from 192.168.0.104: icmp_seq=43 ttl=64 time=59.5 ms
64 bytes from 192.168.0.104: icmp_seq=44 ttl=64 time=104 ms
64 bytes from 192.168.0.104: icmp_seq=46 ttl=64 time=217 ms
64 bytes from 192.168.0.104: icmp_seq=47 ttl=64 time=54.8 ms
64 bytes from 192.168.0.104: icmp_seq=48 ttl=64 time=54.7 ms
64 bytes from 192.168.0.104: icmp_seq=49 ttl=64 time=64.9 ms
64 bytes from 192.168.0.104: icmp_seq=50 ttl=64 time=68.0 ms
64 bytes from 192.168.0.104: icmp_seq=51 ttl=64 time=56.3 ms
64 bytes from 192.168.0.104: icmp_seq=52 ttl=64 time=131 ms
64 bytes from 192.168.0.104: icmp_seq=53 ttl=64 time=54.6 ms
64 bytes from 192.168.0.104: icmp_seq=54 ttl=64 time=105 ms
64 bytes from 192.168.0.104: icmp_seq=55 ttl=64 time=58.2 ms
64 bytes from 192.168.0.104: icmp_seq=56 ttl=64 time=70.8 ms
64 bytes from 192.168.0.104: icmp_seq=57 ttl=64 time=56.0 ms
64 bytes from 192.168.0.104: icmp_seq=58 ttl=64 time=56.7 ms
64 bytes from 192.168.0.104: icmp_seq=59 ttl=64 time=60.2 ms
64 bytes from 192.168.0.104: icmp_seq=60 ttl=64 time=80.6 ms
64 bytes from 192.168.0.104: icmp_seq=61 ttl=64 time=59.9 ms
64 bytes from 192.168.0.104: icmp_seq=62 ttl=64 time=65.0 ms
64 bytes from 192.168.0.104: icmp_seq=63 ttl=64 time=57.3 ms
64 bytes from 192.168.0.104: icmp_seq=64 ttl=64 time=55.8 ms
64 bytes from 192.168.0.104: icmp_seq=65 ttl=64 time=72.8 ms
64 bytes from 192.168.0.104: icmp_seq=66 ttl=64 time=59.4 ms
64 bytes from 192.168.0.104: icmp_seq=67 ttl=64 time=66.7 ms
64 bytes from 192.168.0.104: icmp_seq=69 ttl=64 time=275 ms
64 bytes from 192.168.0.104: icmp_seq=70 ttl=64 time=204 ms
64 bytes from 192.168.0.104: icmp_seq=71 ttl=64 time=54.7 ms
64 bytes from 192.168.0.104: icmp_seq=72 ttl=64 time=65.9 ms
64 bytes from 192.168.0.104: icmp_seq=73 ttl=64 time=60.5 ms
64 bytes from 192.168.0.104: icmp_seq=74 ttl=64 time=61.3 ms
64 bytes from 192.168.0.104: icmp_seq=75 ttl=64 time=56.4 ms
64 bytes from 192.168.0.104: icmp_seq=76 ttl=64 time=55.7 ms
64 bytes from 192.168.0.104: icmp_seq=77 ttl=64 time=63.8 ms
64 bytes from 192.168.0.104: icmp_seq=78 ttl=64 time=56.2 ms
64 bytes from 192.168.0.104: icmp_seq=79 ttl=64 time=56.4 ms
64 bytes from 192.168.0.104: icmp_seq=80 ttl=64 time=67.5 ms
64 bytes from 192.168.0.104: icmp_seq=81 ttl=64 time=67.0 ms
64 bytes from 192.168.0.104: icmp_seq=82 ttl=64 time=71.8 ms
64 bytes from 192.168.0.104: icmp_seq=83 ttl=64 time=86.1 ms
64 bytes from 192.168.0.104: icmp_seq=84 ttl=64 time=202 ms
64 bytes from 192.168.0.104: icmp_seq=85 ttl=64 time=57.3 ms
64 bytes from 192.168.0.104: icmp_seq=86 ttl=64 time=101 ms
64 bytes from 192.168.0.104: icmp_seq=87 ttl=64 time=59.3 ms
64 bytes from 192.168.0.104: icmp_seq=88 ttl=64 time=61.5 ms
64 bytes from 192.168.0.104: icmp_seq=89 ttl=64 time=58.5 ms
64 bytes from 192.168.0.104: icmp_seq=90 ttl=64 time=56.3 ms
64 bytes from 192.168.0.104: icmp_seq=91 ttl=64 time=311 ms
64 bytes from 192.168.0.104: icmp_seq=92 ttl=64 time=58.7 ms
64 bytes from 192.168.0.104: icmp_seq=93 ttl=64 time=60.6 ms
64 bytes from 192.168.0.104: icmp_seq=94 ttl=64 time=285 ms
64 bytes from 192.168.0.104: icmp_seq=95 ttl=64 time=100 ms
64 bytes from 192.168.0.104: icmp_seq=96 ttl=64 time=58.5 ms
64 bytes from 192.168.0.104: icmp_seq=97 ttl=64 time=69.2 ms
64 bytes from 192.168.0.104: icmp_seq=98 ttl=64 time=61.6 ms
64 bytes from 192.168.0.104: icmp_seq=99 ttl=64 time=54.2 ms
64 bytes from 192.168.0.104: icmp_seq=100 ttl=64 time=65.2 ms

--- 192.168.0.104 ping statistics ---
100 packets transmitted, 98 received, 2% packet loss, time 99408ms
rtt min/avg/max/mdev = 53.288/82.458/771.109/84.488 ms
