PING 192.168.0.104 (192.168.0.104) 56(84) bytes of data.
64 bytes from 192.168.0.104: icmp_seq=1 ttl=64 time=19.8 ms
64 bytes from 192.168.0.104: icmp_seq=2 ttl=64 time=12.8 ms
64 bytes from 192.168.0.104: icmp_seq=3 ttl=64 time=13.2 ms
64 bytes from 192.168.0.104: icmp_seq=4 ttl=64 time=10.6 ms
64 bytes from 192.168.0.104: icmp_seq=5 ttl=64 time=6.86 ms
64 bytes from 192.168.0.104: icmp_seq=6 ttl=64 time=4.59 ms
64 bytes from 192.168.0.104: icmp_seq=7 ttl=64 time=10.5 ms
64 bytes from 192.168.0.104: icmp_seq=8 ttl=64 time=3.84 ms
64 bytes from 192.168.0.104: icmp_seq=9 ttl=64 time=12.1 ms
64 bytes from 192.168.0.104: icmp_seq=10 ttl=64 time=8.37 ms
64 bytes from 192.168.0.104: icmp_seq=11 ttl=64 time=5.84 ms
64 bytes from 192.168.0.104: icmp_seq=12 ttl=64 time=5.92 ms
64 bytes from 192.168.0.104: icmp_seq=13 ttl=64 time=18.5 ms
64 bytes from 192.168.0.104: icmp_seq=14 ttl=64 time=10.2 ms
64 bytes from 192.168.0.104: icmp_seq=15 ttl=64 time=4.17 ms
64 bytes from 192.168.0.104: icmp_seq=16 ttl=64 time=11.9 ms
64 bytes from 192.168.0.104: icmp_seq=17 ttl=64 time=4.76 ms
64 bytes from 192.168.0.104: icmp_seq=18 ttl=64 time=14.1 ms
64 bytes from 192.168.0.104: icmp_seq=19 ttl=64 time=4.45 ms
64 bytes from 192.168.0.104: icmp_seq=20 ttl=64 time=5.29 ms
64 bytes from 192.168.0.104: icmp_seq=21 ttl=64 time=22.8 ms
64 bytes from 192.168.0.104: icmp_seq=22 ttl=64 time=5.02 ms
64 bytes from 192.168.0.104: icmp_seq=23 ttl=64 time=6.55 ms
64 bytes from 192.168.0.104: icmp_seq=24 ttl=64 time=7.43 ms
64 bytes from 192.168.0.104: icmp_seq=25 ttl=64 time=47.6 ms
64 bytes from 192.168.0.104: icmp_seq=26 ttl=64 time=3.48 ms
64 bytes from 192.168.0.104: icmp_seq=27 ttl=64 time=3.46 ms
64 bytes from 192.168.0.104: icmp_seq=28 ttl=64 time=33.2 ms
64 bytes from 192.168.0.104: icmp_seq=29 ttl=64 time=3.77 ms
64 bytes from 192.168.0.104: icmp_seq=30 ttl=64 time=7.86 ms
64 bytes from 192.168.0.104: icmp_seq=31 ttl=64 time=26.4 ms
64 bytes from 192.168.0.104: icmp_seq=32 ttl=64 time=3.83 ms
64 bytes from 192.168.0.104: icmp_seq=33 ttl=64 time=6.60 ms
64 bytes from 192.168.0.104: icmp_seq=34 ttl=64 time=3.97 ms
64 bytes from 192.168.0.104: icmp_seq=35 ttl=64 time=5.70 ms
64 bytes from 192.168.0.104: icmp_seq=36 ttl=64 time=4.19 ms
64 bytes from 192.168.0.104: icmp_seq=37 ttl=64 time=37.5 ms
64 bytes from 192.168.0.104: icmp_seq=38 ttl=64 time=5.39 ms
64 bytes from 192.168.0.104: icmp_seq=39 ttl=64 time=12.0 ms
64 bytes from 192.168.0.104: icmp_seq=40 ttl=64 time=7.76 ms
64 bytes from 192.168.0.104: icmp_seq=41 ttl=64 time=4.91 ms
64 bytes from 192.168.0.104: icmp_seq=42 ttl=64 time=3.13 ms
64 bytes from 192.168.0.104: icmp_seq=43 ttl=64 time=7.57 ms
64 bytes from 192.168.0.104: icmp_seq=44 ttl=64 time=3.50 ms
64 bytes from 192.168.0.104: icmp_seq=45 ttl=64 time=8.27 ms
64 bytes from 192.168.0.104: icmp_seq=46 ttl=64 time=4.06 ms
64 bytes from 192.168.0.104: icmp_seq=47 ttl=64 time=5.80 ms
64 bytes from 192.168.0.104: icmp_seq=48 ttl=64 time=75.9 ms
64 bytes from 192.168.0.104: icmp_seq=49 ttl=64 time=5.98 ms
64 bytes from 192.168.0.104: icmp_seq=50 ttl=64 time=10.9 ms
64 bytes from 192.168.0.104: icmp_seq=51 ttl=64 time=8.22 ms
64 bytes from 192.168.0.104: icmp_seq=52 ttl=64 time=4.62 ms
64 bytes from 192.168.0.104: icmp_seq=53 ttl=64 time=12.0 ms
64 bytes from 192.168.0.104: icmp_seq=54 ttl=64 time=6.94 ms
64 bytes from 192.168.0.104: icmp_seq=55 ttl=64 time=5.52 ms
64 bytes from 192.168.0.104: icmp_seq=56 ttl=64 time=144 ms
64 bytes from 192.168.0.104: icmp_seq=57 ttl=64 time=4.41 ms
64 bytes from 192.168.0.104: icmp_seq=58 ttl=64 time=23.2 ms
64 bytes from 192.168.0.104: icmp_seq=59 ttl=64 time=76.6 ms
64 bytes from 192.168.0.104: icmp_seq=60 ttl=64 time=152 ms
64 bytes from 192.168.0.104: icmp_seq=61 ttl=64 time=23.8 ms
64 bytes from 192.168.0.104: icmp_seq=63 ttl=64 time=105 ms
64 bytes from 192.168.0.104: icmp_seq=64 ttl=64 time=20.3 ms
64 bytes from 192.168.0.104: icmp_seq=65 ttl=64 time=16.4 ms
64 bytes from 192.168.0.104: icmp_seq=66 ttl=64 time=5.16 ms
64 bytes from 192.168.0.104: icmp_seq=67 ttl=64 time=6.62 ms
64 bytes from 192.168.0.104: icmp_seq=68 ttl=64 time=20.9 ms
64 bytes from 192.168.0.104: icmp_seq=69 ttl=64 time=4.39 ms
64 bytes from 192.168.0.104: icmp_seq=70 ttl=64 time=14.9 ms
64 bytes from 192.168.0.104: icmp_seq=71 ttl=64 time=3.67 ms
64 bytes from 192.168.0.104: icmp_seq=72 ttl=64 time=18.2 ms
64 bytes from 192.168.0.104: icmp_seq=73 ttl=64 time=4.53 ms
64 bytes from 192.168.0.104: icmp_seq=74 ttl=64 time=8.31 ms
64 bytes from 192.168.0.104: icmp_seq=75 ttl=64 time=4.70 ms
64 bytes from 192.168.0.104: icmp_seq=76 ttl=64 time=19.3 ms
64 bytes from 192.168.0.104: icmp_seq=77 ttl=64 time=3.30 ms
64 bytes from 192.168.0.104: icmp_seq=78 ttl=64 time=4.25 ms
64 bytes from 192.168.0.104: icmp_seq=79 ttl=64 time=5.59 ms
64 bytes from 192.168.0.104: icmp_seq=80 ttl=64 time=5.20 ms
64 bytes from 192.168.0.104: icmp_seq=81 ttl=64 time=5.87 ms
64 bytes from 192.168.0.104: icmp_seq=82 ttl=64 time=6.56 ms
64 bytes from 192.168.0.104: icmp_seq=83 ttl=64 time=10.0 ms
64 bytes from 192.168.0.104: icmp_seq=84 ttl=64 time=3.16 ms
64 bytes from 192.168.0.104: icmp_seq=85 ttl=64 time=11.7 ms
64 bytes from 192.168.0.104: icmp_seq=86 ttl=64 time=25.0 ms
64 bytes from 192.168.0.104: icmp_seq=87 ttl=64 time=4.43 ms
64 bytes from 192.168.0.104: icmp_seq=88 ttl=64 time=7.72 ms
64 bytes from 192.168.0.104: icmp_seq=89 ttl=64 time=30.0 ms
64 bytes from 192.168.0.104: icmp_seq=90 ttl=64 time=5.47 ms
64 bytes from 192.168.0.104: icmp_seq=91 ttl=64 time=7.58 ms
64 bytes from 192.168.0.104: icmp_seq=92 ttl=64 time=4.69 ms
64 bytes from 192.168.0.104: icmp_seq=93 ttl=64 time=6.36 ms
64 bytes from 192.168.0.104: icmp_seq=94 ttl=64 time=3.64 ms
64 bytes from 192.168.0.104: icmp_seq=95 ttl=64 time=4.62 ms
64 bytes from 192.168.0.104: icmp_seq=96 ttl=64 time=11.0 ms
64 bytes from 192.168.0.104: icmp_seq=97 ttl=64 time=9.26 ms
64 bytes from 192.168.0.104: icmp_seq=98 ttl=64 time=11.2 ms
64 bytes from 192.168.0.104: icmp_seq=99 ttl=64 time=3.52 ms
64 bytes from 192.168.0.104: icmp_seq=100 ttl=64 time=28.4 ms

--- 192.168.0.104 ping statistics ---
100 packets transmitted, 99 received, 1% packet loss, time 99196ms
rtt min/avg/max/mdev = 3.128/15.190/151.844/24.547 ms
