PING 192.168.0.104 (192.168.0.104) 56(84) bytes of data.
64 bytes from 192.168.0.104: icmp_seq=1 ttl=64 time=7.33 ms
64 bytes from 192.168.0.104: icmp_seq=2 ttl=64 time=26.0 ms
64 bytes from 192.168.0.104: icmp_seq=3 ttl=64 time=5.70 ms
64 bytes from 192.168.0.104: icmp_seq=4 ttl=64 time=5.39 ms
64 bytes from 192.168.0.104: icmp_seq=5 ttl=64 time=11.1 ms
64 bytes from 192.168.0.104: icmp_seq=6 ttl=64 time=32.8 ms
64 bytes from 192.168.0.104: icmp_seq=7 ttl=64 time=25.4 ms
64 bytes from 192.168.0.104: icmp_seq=8 ttl=64 time=19.0 ms
64 bytes from 192.168.0.104: icmp_seq=9 ttl=64 time=17.6 ms
64 bytes from 192.168.0.104: icmp_seq=10 ttl=64 time=3.90 ms
64 bytes from 192.168.0.104: icmp_seq=11 ttl=64 time=43.6 ms
64 bytes from 192.168.0.104: icmp_seq=12 ttl=64 time=6.94 ms
64 bytes from 192.168.0.104: icmp_seq=13 ttl=64 time=3.65 ms
64 bytes from 192.168.0.104: icmp_seq=14 ttl=64 time=5.77 ms
64 bytes from 192.168.0.104: icmp_seq=15 ttl=64 time=3.99 ms
64 bytes from 192.168.0.104: icmp_seq=16 ttl=64 time=4.19 ms
64 bytes from 192.168.0.104: icmp_seq=17 ttl=64 time=7.74 ms
64 bytes from 192.168.0.104: icmp_seq=18 ttl=64 time=4.70 ms
64 bytes from 192.168.0.104: icmp_seq=19 ttl=64 time=10.1 ms
64 bytes from 192.168.0.104: icmp_seq=20 ttl=64 time=4.47 ms
64 bytes from 192.168.0.104: icmp_seq=21 ttl=64 time=4.74 ms
64 bytes from 192.168.0.104: icmp_seq=22 ttl=64 time=10.0 ms
64 bytes from 192.168.0.104: icmp_seq=23 ttl=64 time=3.06 ms
64 bytes from 192.168.0.104: icmp_seq=24 ttl=64 time=4.12 ms
64 bytes from 192.168.0.104: icmp_seq=25 ttl=64 time=5.89 ms
64 bytes from 192.168.0.104: icmp_seq=26 ttl=64 time=19.1 ms
64 bytes from 192.168.0.104: icmp_seq=27 ttl=64 time=3.60 ms
64 bytes from 192.168.0.104: icmp_seq=28 ttl=64 time=8.08 ms
64 bytes from 192.168.0.104: icmp_seq=29 ttl=64 time=7.57 ms
64 bytes from 192.168.0.104: icmp_seq=30 ttl=64 time=5.47 ms
64 bytes from 192.168.0.104: icmp_seq=31 ttl=64 time=4.15 ms
64 bytes from 192.168.0.104: icmp_seq=32 ttl=64 time=12.2 ms
64 bytes from 192.168.0.104: icmp_seq=33 ttl=64 time=9.47 ms
64 bytes from 192.168.0.104: icmp_seq=34 ttl=64 time=12.3 ms
64 bytes from 192.168.0.104: icmp_seq=35 ttl=64 time=3.51 ms
64 bytes from 192.168.0.104: icmp_seq=36 ttl=64 time=14.8 ms
64 bytes from 192.168.0.104: icmp_seq=37 ttl=64 time=9.56 ms
64 bytes from 192.168.0.104: icmp_seq=38 ttl=64 time=208 ms
64 bytes from 192.168.0.104: icmp_seq=39 ttl=64 time=34.1 ms
64 bytes from 192.168.0.104: icmp_seq=40 ttl=64 time=4.28 ms
64 bytes from 192.168.0.104: icmp_seq=41 ttl=64 time=7.07 ms
64 bytes from 192.168.0.104: icmp_seq=42 ttl=64 time=9.47 ms
64 bytes from 192.168.0.104: icmp_seq=43 ttl=64 time=12.2 ms
64 bytes from 192.168.0.104: icmp_seq=44 ttl=64 time=5.27 ms
64 bytes from 192.168.0.104: icmp_seq=45 ttl=64 time=28.4 ms
64 bytes from 192.168.0.104: icmp_seq=46 ttl=64 time=10.0 ms
64 bytes from 192.168.0.104: icmp_seq=47 ttl=64 time=29.0 ms
64 bytes from 192.168.0.104: icmp_seq=48 ttl=64 time=161 ms
64 bytes from 192.168.0.104: icmp_seq=49 ttl=64 time=5.93 ms
64 bytes from 192.168.0.104: icmp_seq=50 ttl=64 time=3.92 ms
64 bytes from 192.168.0.104: icmp_seq=51 ttl=64 time=10.1 ms
64 bytes from 192.168.0.104: icmp_seq=52 ttl=64 time=41.0 ms
64 bytes from 192.168.0.104: icmp_seq=53 ttl=64 time=6.89 ms
64 bytes from 192.168.0.104: icmp_seq=54 ttl=64 time=42.2 ms
64 bytes from 192.168.0.104: icmp_seq=55 ttl=64 time=7.04 ms
64 bytes from 192.168.0.104: icmp_seq=56 ttl=64 time=3.54 ms
64 bytes from 192.168.0.104: icmp_seq=57 ttl=64 time=5.26 ms
64 bytes from 192.168.0.104: icmp_seq=58 ttl=64 time=7.89 ms
64 bytes from 192.168.0.104: icmp_seq=59 ttl=64 time=8.63 ms
64 bytes from 192.168.0.104: icmp_seq=60 ttl=64 time=10.7 ms
64 bytes from 192.168.0.104: icmp_seq=61 ttl=64 time=4.44 ms
64 bytes from 192.168.0.104: icmp_seq=62 ttl=64 time=14.9 ms
64 bytes from 192.168.0.104: icmp_seq=63 ttl=64 time=6.14 ms
64 bytes from 192.168.0.104: icmp_seq=64 ttl=64 time=11.3 ms
64 bytes from 192.168.0.104: icmp_seq=65 ttl=64 time=3.62 ms
64 bytes from 192.168.0.104: icmp_seq=66 ttl=64 time=12.6 ms
64 bytes from 192.168.0.104: icmp_seq=67 ttl=64 time=6.60 ms
64 bytes from 192.168.0.104: icmp_seq=68 ttl=64 time=4.84 ms
64 bytes from 192.168.0.104: icmp_seq=69 ttl=64 time=14.7 ms
64 bytes from 192.168.0.104: icmp_seq=70 ttl=64 time=8.83 ms
64 bytes from 192.168.0.104: icmp_seq=71 ttl=64 time=5.27 ms
64 bytes from 192.168.0.104: icmp_seq=72 ttl=64 time=3.73 ms
64 bytes from 192.168.0.104: icmp_seq=73 ttl=64 time=4.40 ms
64 bytes from 192.168.0.104: icmp_seq=74 ttl=64 time=17.2 ms
64 bytes from 192.168.0.104: icmp_seq=75 ttl=64 time=3.48 ms
64 bytes from 192.168.0.104: icmp_seq=76 ttl=64 time=86.1 ms
64 bytes from 192.168.0.104: icmp_seq=77 ttl=64 time=4.61 ms
64 bytes from 192.168.0.104: icmp_seq=78 ttl=64 time=4.29 ms
64 bytes from 192.168.0.104: icmp_seq=79 ttl=64 time=5.05 ms
64 bytes from 192.168.0.104: icmp_seq=80 ttl=64 time=6.50 ms
64 bytes from 192.168.0.104: icmp_seq=81 ttl=64 time=54.9 ms
64 bytes from 192.168.0.104: icmp_seq=82 ttl=64 time=4.31 ms
64 bytes from 192.168.0.104: icmp_seq=83 ttl=64 time=11.8 ms
64 bytes from 192.168.0.104: icmp_seq=84 ttl=64 time=4.75 ms
64 bytes from 192.168.0.104: icmp_seq=85 ttl=64 time=74.5 ms
64 bytes from 192.168.0.104: icmp_seq=86 ttl=64 time=4.05 ms
64 bytes from 192.168.0.104: icmp_seq=87 ttl=64 time=6.38 ms
64 bytes from 192.168.0.104: icmp_seq=88 ttl=64 time=129 ms
64 bytes from 192.168.0.104: icmp_seq=89 ttl=64 time=27.2 ms
64 bytes from 192.168.0.104: icmp_seq=90 ttl=64 time=8.40 ms
64 bytes from 192.168.0.104: icmp_seq=91 ttl=64 time=14.9 ms
64 bytes from 192.168.0.104: icmp_seq=92 ttl=64 time=28.9 ms
64 bytes from 192.168.0.104: icmp_seq=93 ttl=64 time=6.99 ms
64 bytes from 192.168.0.104: icmp_seq=94 ttl=64 time=4.62 ms
64 bytes from 192.168.0.104: icmp_seq=95 ttl=64 time=22.9 ms
64 bytes from 192.168.0.104: icmp_seq=96 ttl=64 time=5.16 ms
64 bytes from 192.168.0.104: icmp_seq=97 ttl=64 time=3.61 ms
64 bytes from 192.168.0.104: icmp_seq=98 ttl=64 time=45.0 ms
64 bytes from 192.168.0.104: icmp_seq=99 ttl=64 time=11.7 ms
64 bytes from 192.168.0.104: icmp_seq=100 ttl=64 time=21.4 ms

--- 192.168.0.104 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99160ms
rtt min/avg/max/mdev = 3.063/17.676/207.685/30.247 ms
