PING 192.168.1.3 (192.168.1.3) 56(84) bytes of data.
64 bytes from 192.168.1.3: icmp_seq=1 ttl=32 time=650 ms
64 bytes from 192.168.1.3: icmp_seq=2 ttl=32 time=1593 ms
64 bytes from 192.168.1.3: icmp_seq=3 ttl=32 time=565 ms
64 bytes from 192.168.1.3: icmp_seq=4 ttl=32 time=1510 ms
64 bytes from 192.168.1.3: icmp_seq=5 ttl=32 time=461 ms
64 bytes from 192.168.1.3: icmp_seq=6 ttl=32 time=1406 ms
64 bytes from 192.168.1.3: icmp_seq=7 ttl=32 time=360 ms
64 bytes from 192.168.1.3: icmp_seq=8 ttl=32 time=1306 ms
64 bytes from 192.168.1.3: icmp_seq=9 ttl=32 time=259 ms
64 bytes from 192.168.1.3: icmp_seq=10 ttl=32 time=1201 ms
64 bytes from 192.168.1.3: icmp_seq=11 ttl=32 time=154 ms
64 bytes from 192.168.1.3: icmp_seq=12 ttl=32 time=1098 ms
64 bytes from 192.168.1.3: icmp_seq=13 ttl=32 time=49.6 ms
64 bytes from 192.168.1.3: icmp_seq=14 ttl=32 time=1001 ms
64 bytes from 192.168.1.3: icmp_seq=15 ttl=32 time=1939 ms
64 bytes from 192.168.1.3: icmp_seq=16 ttl=32 time=935 ms
64 bytes from 192.168.1.3: icmp_seq=17 ttl=32 time=1880 ms
64 bytes from 192.168.1.3: icmp_seq=18 ttl=32 time=832 ms
64 bytes from 192.168.1.3: icmp_seq=19 ttl=32 time=1777 ms
64 bytes from 192.168.1.3: icmp_seq=20 ttl=32 time=730 ms
64 bytes from 192.168.1.3: icmp_seq=21 ttl=32 time=1675 ms
64 bytes from 192.168.1.3: icmp_seq=22 ttl=32 time=627 ms
64 bytes from 192.168.1.3: icmp_seq=23 ttl=32 time=1576 ms
64 bytes from 192.168.1.3: icmp_seq=24 ttl=32 time=529 ms
64 bytes from 192.168.1.3: icmp_seq=25 ttl=32 time=1483 ms
64 bytes from 192.168.1.3: icmp_seq=26 ttl=32 time=429 ms
64 bytes from 192.168.1.3: icmp_seq=27 ttl=32 time=1367 ms
64 bytes from 192.168.1.3: icmp_seq=28 ttl=32 time=328 ms
64 bytes from 192.168.1.3: icmp_seq=29 ttl=32 time=1271 ms
64 bytes from 192.168.1.3: icmp_seq=30 ttl=32 time=224 ms
64 bytes from 192.168.1.3: icmp_seq=31 ttl=32 time=1169 ms
64 bytes from 192.168.1.3: icmp_seq=32 ttl=32 time=122 ms
64 bytes from 192.168.1.3: icmp_seq=33 ttl=32 time=1068 ms
64 bytes from 192.168.1.3: icmp_seq=34 ttl=32 time=28.0 ms
64 bytes from 192.168.1.3: icmp_seq=35 ttl=32 time=958 ms
64 bytes from 192.168.1.3: icmp_seq=36 ttl=32 time=1901 ms
64 bytes from 192.168.1.3: icmp_seq=37 ttl=32 time=896 ms
64 bytes from 192.168.1.3: icmp_seq=38 ttl=32 time=1842 ms
64 bytes from 192.168.1.3: icmp_seq=39 ttl=32 time=795 ms
64 bytes from 192.168.1.3: icmp_seq=40 ttl=32 time=1740 ms
64 bytes from 192.168.1.3: icmp_seq=41 ttl=32 time=688 ms
64 bytes from 192.168.1.3: icmp_seq=42 ttl=32 time=1634 ms
64 bytes from 192.168.1.3: icmp_seq=43 ttl=32 time=590 ms
64 bytes from 192.168.1.3: icmp_seq=44 ttl=32 time=1536 ms
64 bytes from 192.168.1.3: icmp_seq=45 ttl=32 time=488 ms
64 bytes from 192.168.1.3: icmp_seq=46 ttl=32 time=1434 ms
64 bytes from 192.168.1.3: icmp_seq=47 ttl=32 time=385 ms
64 bytes from 192.168.1.3: icmp_seq=48 ttl=32 time=1332 ms
64 bytes from 192.168.1.3: icmp_seq=49 ttl=32 time=285 ms
64 bytes from 192.168.1.3: icmp_seq=50 ttl=32 time=1228 ms
64 bytes from 192.168.1.3: icmp_seq=51 ttl=32 time=181 ms
64 bytes from 192.168.1.3: icmp_seq=52 ttl=32 time=1126 ms
64 bytes from 192.168.1.3: icmp_seq=53 ttl=32 time=79.9 ms
64 bytes from 192.168.1.3: icmp_seq=54 ttl=32 time=1022 ms
64 bytes from 192.168.1.3: icmp_seq=55 ttl=32 time=1949 ms
64 bytes from 192.168.1.3: icmp_seq=56 ttl=32 time=898 ms
64 bytes from 192.168.1.3: icmp_seq=57 ttl=32 time=1847 ms
64 bytes from 192.168.1.3: icmp_seq=58 ttl=32 time=801 ms
64 bytes from 192.168.1.3: icmp_seq=59 ttl=32 time=1740 ms
64 bytes from 192.168.1.3: icmp_seq=60 ttl=32 time=691 ms
64 bytes from 192.168.1.3: icmp_seq=61 ttl=32 time=1636 ms
64 bytes from 192.168.1.3: icmp_seq=62 ttl=32 time=589 ms
64 bytes from 192.168.1.3: icmp_seq=63 ttl=32 time=1534 ms
64 bytes from 192.168.1.3: icmp_seq=64 ttl=32 time=487 ms
64 bytes from 192.168.1.3: icmp_seq=65 ttl=32 time=1431 ms
64 bytes from 192.168.1.3: icmp_seq=66 ttl=32 time=384 ms
64 bytes from 192.168.1.3: icmp_seq=67 ttl=32 time=1329 ms
64 bytes from 192.168.1.3: icmp_seq=68 ttl=32 time=288 ms
64 bytes from 192.168.1.3: icmp_seq=69 ttl=32 time=1227 ms
64 bytes from 192.168.1.3: icmp_seq=70 ttl=32 time=180 ms
64 bytes from 192.168.1.3: icmp_seq=71 ttl=32 time=1124 ms
64 bytes from 192.168.1.3: icmp_seq=72 ttl=32 time=77.5 ms
64 bytes from 192.168.1.3: icmp_seq=73 ttl=32 time=1022 ms
64 bytes from 192.168.1.3: icmp_seq=74 ttl=32 time=1946 ms
64 bytes from 192.168.1.3: icmp_seq=75 ttl=32 time=898 ms
64 bytes from 192.168.1.3: icmp_seq=76 ttl=32 time=1841 ms
64 bytes from 192.168.1.3: icmp_seq=77 ttl=32 time=795 ms
64 bytes from 192.168.1.3: icmp_seq=78 ttl=32 time=1745 ms
64 bytes from 192.168.1.3: icmp_seq=79 ttl=32 time=698 ms
64 bytes from 192.168.1.3: icmp_seq=80 ttl=32 time=1637 ms
64 bytes from 192.168.1.3: icmp_seq=81 ttl=32 time=589 ms
64 bytes from 192.168.1.3: icmp_seq=82 ttl=32 time=1535 ms
64 bytes from 192.168.1.3: icmp_seq=83 ttl=32 time=481 ms
64 bytes from 192.168.1.3: icmp_seq=84 ttl=32 time=1425 ms
64 bytes from 192.168.1.3: icmp_seq=85 ttl=32 time=384 ms
64 bytes from 192.168.1.3: icmp_seq=86 ttl=32 time=1330 ms
64 bytes from 192.168.1.3: icmp_seq=87 ttl=32 time=280 ms
64 bytes from 192.168.1.3: icmp_seq=88 ttl=32 time=1224 ms
64 bytes from 192.168.1.3: icmp_seq=89 ttl=32 time=180 ms
64 bytes from 192.168.1.3: icmp_seq=90 ttl=32 time=1126 ms
64 bytes from 192.168.1.3: icmp_seq=91 ttl=32 time=83.1 ms
64 bytes from 192.168.1.3: icmp_seq=92 ttl=32 time=1025 ms
64 bytes from 192.168.1.3: icmp_seq=93 ttl=32 time=1943 ms
64 bytes from 192.168.1.3: icmp_seq=94 ttl=32 time=897 ms
