timestamp,cpu_percent,mem_used_mb,mem_percent
1762407979.8263671,100.00,1265.71,32.70
1762407980.8311422,100.00,1266.40,32.70
1762407981.832261,100.00,1265.86,32.70
1762407982.835158,100.00,1265.80,32.70
1762407983.8384283,100.00,1265.61,32.70
1762407984.8395119,100.00,1265.46,32.70
1762407985.8423324,100.00,1267.35,32.80
1762407986.8462024,100.00,1269.14,32.80
1762407987.8477147,100.00,1265.62,32.70
1762407988.8511283,100.00,1267.46,32.80
1762407989.854578,100.00,1265.76,32.70
1762407990.8556683,100.00,1271.37,32.90
1762407991.8602262,100.00,1268.40,32.80
1762407992.8619702,100.00,1268.02,32.80
1762407993.8653398,100.00,1269.15,32.80
1762407994.867438,100.00,1268.93,32.80
1762407995.8711324,100.00,1265.63,32.70
1762407996.8742754,100.00,1271.10,32.90
1762407997.8756132,100.00,1268.54,32.80
1762407998.8796434,100.00,1267.48,32.80
1762407999.8810582,100.00,1265.38,32.70
1762408000.8828096,100.00,1265.71,32.70
1762408001.887577,100.00,1270.74,32.80
1762408002.8916712,100.00,1270.58,32.80
1762408003.8941786,100.00,1266.31,32.70
1762408004.8977382,100.00,1265.64,32.70
1762408005.9030714,100.00,1265.91,32.70
1762408006.904153,100.00,1265.47,32.70
1762408007.9075947,100.00,1268.52,32.80
1762408008.9102285,93.50,1269.32,32.80
