PING 192.168.0.135 (192.168.0.135) 56(84) bytes of data.
64 bytes from 192.168.0.135: icmp_seq=1 ttl=64 time=46.4 ms
64 bytes from 192.168.0.135: icmp_seq=2 ttl=64 time=0.934 ms
64 bytes from 192.168.0.135: icmp_seq=3 ttl=64 time=0.718 ms
64 bytes from 192.168.0.135: icmp_seq=4 ttl=64 time=0.900 ms
64 bytes from 192.168.0.135: icmp_seq=5 ttl=64 time=0.612 ms
64 bytes from 192.168.0.135: icmp_seq=6 ttl=64 time=0.498 ms
64 bytes from 192.168.0.135: icmp_seq=7 ttl=64 time=0.453 ms
64 bytes from 192.168.0.135: icmp_seq=8 ttl=64 time=0.424 ms
64 bytes from 192.168.0.135: icmp_seq=9 ttl=64 time=0.576 ms
64 bytes from 192.168.0.135: icmp_seq=10 ttl=64 time=0.881 ms
64 bytes from 192.168.0.135: icmp_seq=11 ttl=64 time=0.451 ms
64 bytes from 192.168.0.135: icmp_seq=12 ttl=64 time=0.776 ms
64 bytes from 192.168.0.135: icmp_seq=13 ttl=64 time=0.481 ms
64 bytes from 192.168.0.135: icmp_seq=14 ttl=64 time=0.760 ms
64 bytes from 192.168.0.135: icmp_seq=15 ttl=64 time=0.534 ms
64 bytes from 192.168.0.135: icmp_seq=16 ttl=64 time=0.756 ms
64 bytes from 192.168.0.135: icmp_seq=17 ttl=64 time=0.702 ms
64 bytes from 192.168.0.135: icmp_seq=18 ttl=64 time=0.836 ms
64 bytes from 192.168.0.135: icmp_seq=19 ttl=64 time=0.589 ms
64 bytes from 192.168.0.135: icmp_seq=20 ttl=64 time=0.630 ms
64 bytes from 192.168.0.135: icmp_seq=21 ttl=64 time=0.630 ms
64 bytes from 192.168.0.135: icmp_seq=22 ttl=64 time=0.748 ms
64 bytes from 192.168.0.135: icmp_seq=23 ttl=64 time=0.874 ms
64 bytes from 192.168.0.135: icmp_seq=24 ttl=64 time=0.691 ms
64 bytes from 192.168.0.135: icmp_seq=25 ttl=64 time=0.710 ms
64 bytes from 192.168.0.135: icmp_seq=26 ttl=64 time=0.848 ms
64 bytes from 192.168.0.135: icmp_seq=27 ttl=64 time=0.795 ms
64 bytes from 192.168.0.135: icmp_seq=28 ttl=64 time=0.678 ms
64 bytes from 192.168.0.135: icmp_seq=29 ttl=64 time=0.808 ms
64 bytes from 192.168.0.135: icmp_seq=30 ttl=64 time=0.862 ms
64 bytes from 192.168.0.135: icmp_seq=31 ttl=64 time=0.715 ms
64 bytes from 192.168.0.135: icmp_seq=32 ttl=64 time=0.779 ms
64 bytes from 192.168.0.135: icmp_seq=33 ttl=64 time=0.884 ms
64 bytes from 192.168.0.135: icmp_seq=34 ttl=64 time=0.750 ms
64 bytes from 192.168.0.135: icmp_seq=35 ttl=64 time=0.997 ms
64 bytes from 192.168.0.135: icmp_seq=36 ttl=64 time=0.658 ms
64 bytes from 192.168.0.135: icmp_seq=37 ttl=64 time=0.750 ms
64 bytes from 192.168.0.135: icmp_seq=38 ttl=64 time=0.658 ms
64 bytes from 192.168.0.135: icmp_seq=39 ttl=64 time=0.868 ms
64 bytes from 192.168.0.135: icmp_seq=40 ttl=64 time=0.629 ms
64 bytes from 192.168.0.135: icmp_seq=41 ttl=64 time=0.772 ms
64 bytes from 192.168.0.135: icmp_seq=42 ttl=64 time=0.670 ms
64 bytes from 192.168.0.135: icmp_seq=43 ttl=64 time=0.791 ms
64 bytes from 192.168.0.135: icmp_seq=44 ttl=64 time=0.651 ms
64 bytes from 192.168.0.135: icmp_seq=45 ttl=64 time=0.555 ms
64 bytes from 192.168.0.135: icmp_seq=46 ttl=64 time=0.506 ms
64 bytes from 192.168.0.135: icmp_seq=47 ttl=64 time=0.932 ms
64 bytes from 192.168.0.135: icmp_seq=48 ttl=64 time=0.580 ms
64 bytes from 192.168.0.135: icmp_seq=49 ttl=64 time=0.861 ms
64 bytes from 192.168.0.135: icmp_seq=50 ttl=64 time=0.680 ms
64 bytes from 192.168.0.135: icmp_seq=51 ttl=64 time=1.05 ms
64 bytes from 192.168.0.135: icmp_seq=52 ttl=64 time=0.720 ms
64 bytes from 192.168.0.135: icmp_seq=53 ttl=64 time=0.637 ms
64 bytes from 192.168.0.135: icmp_seq=54 ttl=64 time=0.783 ms
64 bytes from 192.168.0.135: icmp_seq=55 ttl=64 time=0.828 ms
64 bytes from 192.168.0.135: icmp_seq=56 ttl=64 time=0.699 ms
64 bytes from 192.168.0.135: icmp_seq=57 ttl=64 time=0.730 ms
64 bytes from 192.168.0.135: icmp_seq=58 ttl=64 time=0.628 ms
64 bytes from 192.168.0.135: icmp_seq=59 ttl=64 time=0.711 ms
64 bytes from 192.168.0.135: icmp_seq=60 ttl=64 time=0.650 ms
64 bytes from 192.168.0.135: icmp_seq=61 ttl=64 time=0.919 ms
64 bytes from 192.168.0.135: icmp_seq=62 ttl=64 time=0.980 ms
64 bytes from 192.168.0.135: icmp_seq=63 ttl=64 time=0.576 ms
64 bytes from 192.168.0.135: icmp_seq=64 ttl=64 time=0.867 ms
64 bytes from 192.168.0.135: icmp_seq=65 ttl=64 time=0.757 ms
64 bytes from 192.168.0.135: icmp_seq=66 ttl=64 time=0.932 ms
64 bytes from 192.168.0.135: icmp_seq=67 ttl=64 time=0.530 ms
64 bytes from 192.168.0.135: icmp_seq=68 ttl=64 time=0.838 ms
64 bytes from 192.168.0.135: icmp_seq=69 ttl=64 time=0.601 ms
64 bytes from 192.168.0.135: icmp_seq=70 ttl=64 time=0.809 ms
64 bytes from 192.168.0.135: icmp_seq=71 ttl=64 time=0.702 ms
64 bytes from 192.168.0.135: icmp_seq=72 ttl=64 time=0.509 ms
64 bytes from 192.168.0.135: icmp_seq=73 ttl=64 time=0.779 ms
64 bytes from 192.168.0.135: icmp_seq=74 ttl=64 time=0.572 ms
64 bytes from 192.168.0.135: icmp_seq=75 ttl=64 time=1.37 ms
64 bytes from 192.168.0.135: icmp_seq=76 ttl=64 time=1.40 ms
64 bytes from 192.168.0.135: icmp_seq=77 ttl=64 time=0.509 ms
64 bytes from 192.168.0.135: icmp_seq=78 ttl=64 time=0.588 ms
64 bytes from 192.168.0.135: icmp_seq=79 ttl=64 time=0.824 ms
64 bytes from 192.168.0.135: icmp_seq=80 ttl=64 time=0.496 ms
64 bytes from 192.168.0.135: icmp_seq=81 ttl=64 time=0.743 ms
64 bytes from 192.168.0.135: icmp_seq=82 ttl=64 time=1.23 ms
