timestamp,cpu_percent,mem_used_mb,mem_percent
1762424391.2160308,99.50,2497.48,64.60
1762424392.219987,100.00,2501.09,64.70
1762424393.2231505,100.00,2501.20,64.70
1762424394.227045,100.00,2498.60,64.60
1762424395.2282493,100.00,2501.96,64.70
1762424396.2321298,100.00,2501.16,64.70
1762424397.236384,100.00,2497.87,64.60
1762424398.239579,100.00,2501.96,64.70
1762424399.2410133,100.00,2498.44,64.60
1762424400.247218,100.00,2504.29,64.70
1762424401.2499137,100.00,2498.38,64.60
1762424402.252999,100.00,2502.33,64.70
1762424403.2560472,99.00,2504.67,64.70
1762424404.2587852,100.00,2503.30,64.70
1762424405.264644,100.00,2506.45,64.80
1762424406.2665575,100.00,2508.55,64.80
1762424407.2734,100.00,2506.30,64.80
1762424408.2767777,100.00,2506.86,64.80
1762424409.280683,100.00,2503.00,64.70
1762424410.2869773,100.00,2502.86,64.70
1762424411.2909834,100.00,2509.14,64.90
1762424412.2962322,100.00,2506.56,64.80
1762424413.2993717,100.00,2509.96,64.90
1762424414.3053138,100.00,2505.16,64.80
1762424415.3091726,100.00,2502.98,64.70
1762424416.3119576,100.00,2505.25,64.80
1762424417.317991,100.00,2505.98,64.80
1762424418.3201716,100.00,2503.79,64.70
1762424419.3241873,100.00,2508.38,64.80
1762424420.3264022,93.50,2500.67,64.60
