PING 192.168.10.128 (192.168.10.128) 56(84) bytes of data.
64 bytes from 192.168.10.128: icmp_seq=1 ttl=64 time=0.500 ms
64 bytes from 192.168.10.128: icmp_seq=2 ttl=64 time=0.921 ms
64 bytes from 192.168.10.128: icmp_seq=3 ttl=64 time=0.670 ms
64 bytes from 192.168.10.128: icmp_seq=4 ttl=64 time=0.947 ms
64 bytes from 192.168.10.128: icmp_seq=5 ttl=64 time=0.707 ms
64 bytes from 192.168.10.128: icmp_seq=6 ttl=64 time=0.766 ms
64 bytes from 192.168.10.128: icmp_seq=7 ttl=64 time=0.590 ms
64 bytes from 192.168.10.128: icmp_seq=8 ttl=64 time=0.328 ms
64 bytes from 192.168.10.128: icmp_seq=9 ttl=64 time=0.668 ms
64 bytes from 192.168.10.128: icmp_seq=10 ttl=64 time=0.616 ms
64 bytes from 192.168.10.128: icmp_seq=11 ttl=64 time=0.637 ms
64 bytes from 192.168.10.128: icmp_seq=12 ttl=64 time=0.582 ms
64 bytes from 192.168.10.128: icmp_seq=13 ttl=64 time=0.606 ms
64 bytes from 192.168.10.128: icmp_seq=14 ttl=64 time=0.689 ms
64 bytes from 192.168.10.128: icmp_seq=15 ttl=64 time=0.756 ms
64 bytes from 192.168.10.128: icmp_seq=16 ttl=64 time=0.678 ms
64 bytes from 192.168.10.128: icmp_seq=17 ttl=64 time=0.782 ms
64 bytes from 192.168.10.128: icmp_seq=18 ttl=64 time=0.618 ms
64 bytes from 192.168.10.128: icmp_seq=19 ttl=64 time=0.693 ms
64 bytes from 192.168.10.128: icmp_seq=20 ttl=64 time=0.609 ms
64 bytes from 192.168.10.128: icmp_seq=21 ttl=64 time=0.530 ms
64 bytes from 192.168.10.128: icmp_seq=22 ttl=64 time=0.763 ms
64 bytes from 192.168.10.128: icmp_seq=23 ttl=64 time=0.432 ms
64 bytes from 192.168.10.128: icmp_seq=24 ttl=64 time=1.21 ms
64 bytes from 192.168.10.128: icmp_seq=25 ttl=64 time=0.498 ms
64 bytes from 192.168.10.128: icmp_seq=26 ttl=64 time=0.565 ms
64 bytes from 192.168.10.128: icmp_seq=27 ttl=64 time=0.609 ms
64 bytes from 192.168.10.128: icmp_seq=28 ttl=64 time=0.638 ms
64 bytes from 192.168.10.128: icmp_seq=29 ttl=64 time=0.591 ms
64 bytes from 192.168.10.128: icmp_seq=30 ttl=64 time=0.688 ms
64 bytes from 192.168.10.128: icmp_seq=31 ttl=64 time=0.532 ms
64 bytes from 192.168.10.128: icmp_seq=32 ttl=64 time=0.630 ms
64 bytes from 192.168.10.128: icmp_seq=33 ttl=64 time=0.565 ms
64 bytes from 192.168.10.128: icmp_seq=34 ttl=64 time=0.484 ms
64 bytes from 192.168.10.128: icmp_seq=35 ttl=64 time=0.510 ms
64 bytes from 192.168.10.128: icmp_seq=36 ttl=64 time=0.748 ms
64 bytes from 192.168.10.128: icmp_seq=37 ttl=64 time=0.588 ms
64 bytes from 192.168.10.128: icmp_seq=38 ttl=64 time=0.824 ms
64 bytes from 192.168.10.128: icmp_seq=39 ttl=64 time=0.567 ms
64 bytes from 192.168.10.128: icmp_seq=40 ttl=64 time=0.697 ms
64 bytes from 192.168.10.128: icmp_seq=41 ttl=64 time=0.642 ms
64 bytes from 192.168.10.128: icmp_seq=42 ttl=64 time=0.532 ms
64 bytes from 192.168.10.128: icmp_seq=43 ttl=64 time=0.620 ms
64 bytes from 192.168.10.128: icmp_seq=44 ttl=64 time=0.597 ms
64 bytes from 192.168.10.128: icmp_seq=45 ttl=64 time=0.743 ms
64 bytes from 192.168.10.128: icmp_seq=46 ttl=64 time=0.879 ms
64 bytes from 192.168.10.128: icmp_seq=47 ttl=64 time=0.711 ms
64 bytes from 192.168.10.128: icmp_seq=48 ttl=64 time=0.825 ms
