env,nic_mode,qos,direction,pod_config,is_fair,network_type,throughput_mbps_mean,throughput_mbps_std,throughput_mbps_count,throughput_mbps_sem,latency_ms_mean,latency_ms_std,latency_ms_count,latency_ms_sem,packet_loss_pct_mean,packet_loss_pct_std,packet_loss_pct_count,packet_loss_pct_sem,jitter_ms_mean,jitter_ms_std,jitter_ms_count,jitter_ms_sem,cpu_mean_mean,cpu_mean_std,cpu_mean_count,cpu_mean_sem,ram_mean_mean,ram_mean_std,ram_mean_count,ram_mean_sem,throughput_mbps_cv,latency_ms_cv,jitter_ms_cv,cpu_mean_cv,cpu_per_mbps,throughput_norm,qos_effect_pct
KUBERNETES,K8S_10 POD,QOS1 C-_S,sc,10 POD,True,external,0.33784504631634843,0.10677683060401404,3,0.06164763189244258,2061.693333333333,1979.1656462561018,3,1142.67181863682,3.6666666666666665,0.5773502691896257,3,0.3333333333333333,2157.6366666666668,1410.2590117312966,3,814.2134200501597,20.807777777777776,29.253455699632656,3,16.889490522909707,2761.839555555555,112.17671487104282,3,64.76525652760446,31.60526749414916,95.99709201446555,65.36128318165846,140.58904325129168,61.58970807668427,0.8302831736386289,100.69463938092089
KUBERNETES,K8S_10 POD,QOS1 S-_C,sc,10 POD,True,external,3.3863844215679513,3.228198663254262,3,1.863801367227438,694.5123333333335,338.0863968489909,3,195.19427223011553,6.666666666666667,3.785938897200183,3,2.1858128414340006,705.6586666666667,417.0589457886419,3,240.78909461901392,20.960000000000004,26.861077375596427,3,15.508250253523963,2731.064222222222,74.03435486713315,3,42.7437547118196,95.32877137910862,48.6796822205208,59.10207944567749,128.15399511257834,6.189492210779537,8.322330119551598,1009.3111083110547
KUBERNETES,K8S_10 POD,QOS2 C-_S,sc,10 POD,True,external,0.2795828986904888,0.04941998548942274,2,0.0349452068657116,1789.3035,995.7725180042376,2,704.1174999999998,19.0,12.727922061357855,2,9.0,2131.906,996.4577044752074,2,704.6019999999999,6.368333333333332,0.7424621202458742,2,0.5249999999999995,2686.2170000000006,3.7283383549363194,2,2.6363333333333685,17.676326313553588,55.65140391242947,46.740227030422886,11.658656690592112,22.77797877896449,0.6870989495061698,83.32961950358188
KUBERNETES,K8S_10 POD,QOS2 S-_C,sc,10 POD,True,external,0.9434786969691347,1.2353224504849363,4,0.6176612252424681,1766.11425,1476.5549050045233,4,738.2774525022617,9.0,2.160246899469287,4,1.0801234497346435,2455.17875,2469.493552935686,4,1234.746776467843,5.483333333333333,2.305595448115383,4,1.1527977240576914,2707.9089166666663,9.256855999244435,4,4.628427999622217,130.9327337706014,83.60472177858954,100.58304524408604,42.04733340028054,5.811825270616277,2.318679806974173,281.2036115099046
KUBERNETES,K8S_5 POD,NOQOS,none,5 POD,True,external,5.810228697162705,4.656506686171236,4,2.328253343085618,1185.7115,1097.9600265700326,4,548.9800132850163,3.5,3.109126351029605,4,1.5545631755148026,2309.87475,2650.8426523049075,4,1325.4213261524537,7.756666666666667,6.203032114007424,4,3.101516057003712,1921.0555833333333,4.879201766645042,4,2.439600883322521,80.14325991066646,92.5992559378932,114.76131562133001,79.97033236795133,1.3350019544763292,14.279135286563605,100.0
KUBERNETES,K8S_5 POD,QOS1 C-_S,sc,5 POD,True,external,1.9396070042881142,2.1176046452642687,6,0.8645084763074727,636.6415000000001,333.01084320949667,6,135.95110744620655,3.3333333333333335,3.444802848737017,6,1.4063348739819324,1046.1854999999998,486.0180118998677,6,198.41602249276642,21.19801075268817,40.36307366090362,6,16.47815581993088,2114.8540555555555,493.78609356262814,6,201.58732855177206,109.17699516358905,52.30743569332138,46.456198437071414,190.40972349627233,10.929023614486475,4.766750546414983,33.382627524374
KUBERNETES,K8S_5 POD,QOS1 S-_C,sc,5 POD,True,external,16.856802860294465,10.060438575682442,5,4.499164907737421,520.9509999999999,490.2525274141888,5,219.2475954878411,3.2,2.6832815729997477,5,1.2,833.7454,971.049816660196,5,434.26667991818124,9.628,5.839638782588451,5,2.611565856382378,2354.2002,205.94802713179368,5,92.10275769973234,59.68177156167263,94.10722455935182,116.46838671136248,60.65266703976372,0.571164062354812,41.427038604972246,290.12288050771747
KUBERNETES,K8S_5 POD,QOS2 C-_S,sc,5 POD,True,external,1.3180502502597171,1.1909834563185073,7,0.4501494344301326,1649.068,1591.6275313694887,7,601.578661121046,7.857142857142857,4.375255094603873,7,1.6536909861128894,1965.6835714285714,1925.6002001178629,7,727.8084648640105,7.4833333333333325,6.761324656538178,7,2.555540510652747,2566.7608095238097,39.06956954177931,7,14.766909262555972,90.35948789386659,96.51679199217308,97.96084314417006,90.3517771475035,5.677578174169588,3.239221521028621,22.684997767873707
KUBERNETES,K8S_5 POD,QOS2 S-_C,sc,5 POD,True,external,9.031652794568107,0.09362751622784969,2,0.06620465163036604,359.8745,1.4502760082136206,2,1.025500000000008,2.0,1.4142135623730951,2,1.0,734.2760000000001,265.71375780715607,2,187.888,20.591666666666672,23.822427458174797,2,16.845000000000006,2731.5963333333334,76.64801805801706,2,54.19833333333281,1.0366598269162866,0.4029949352381513,36.18717727491516,115.68965175965093,2.279944450372482,22.19606126311087,155.44401546497667
NATIVE,NATIVE,NOQOS,none,NONE,True,external,40.69034,23.004213832745222,10,7.274571149302663,6.0,2.1081851067789197,10,0.6666666666666667,0.0,0.0,10,0.0,109.9,151.3013549179253,10,47.845689461016235,84.99350000000001,13.188143043827072,10,4.170457012659936,24578.175349999998,1222.320997228043,10,386.5318383088976,56.5348282485357,35.136418446315325,137.67184250948617,15.516648971776748,2.0887881497180905,100.0,100.0
