PING 192.168.79.129 (192.168.79.129) 56(84) bytes of data.
64 bytes from 192.168.79.129: icmp_seq=1 ttl=64 time=0.550 ms
64 bytes from 192.168.79.129: icmp_seq=2 ttl=64 time=0.830 ms
64 bytes from 192.168.79.129: icmp_seq=3 ttl=64 time=1.44 ms
64 bytes from 192.168.79.129: icmp_seq=4 ttl=64 time=0.529 ms
64 bytes from 192.168.79.129: icmp_seq=5 ttl=64 time=0.760 ms
64 bytes from 192.168.79.129: icmp_seq=6 ttl=64 time=0.876 ms
64 bytes from 192.168.79.129: icmp_seq=7 ttl=64 time=0.753 ms
64 bytes from 192.168.79.129: icmp_seq=8 ttl=64 time=0.685 ms
64 bytes from 192.168.79.129: icmp_seq=9 ttl=64 time=0.542 ms
64 bytes from 192.168.79.129: icmp_seq=10 ttl=64 time=0.750 ms
64 bytes from 192.168.79.129: icmp_seq=11 ttl=64 time=0.802 ms
64 bytes from 192.168.79.129: icmp_seq=12 ttl=64 time=0.543 ms
64 bytes from 192.168.79.129: icmp_seq=13 ttl=64 time=0.686 ms
64 bytes from 192.168.79.129: icmp_seq=14 ttl=64 time=0.773 ms
64 bytes from 192.168.79.129: icmp_seq=15 ttl=64 time=0.515 ms
64 bytes from 192.168.79.129: icmp_seq=16 ttl=64 time=0.435 ms
64 bytes from 192.168.79.129: icmp_seq=17 ttl=64 time=0.925 ms
64 bytes from 192.168.79.129: icmp_seq=18 ttl=64 time=0.588 ms
64 bytes from 192.168.79.129: icmp_seq=19 ttl=64 time=0.954 ms
64 bytes from 192.168.79.129: icmp_seq=20 ttl=64 time=0.912 ms
64 bytes from 192.168.79.129: icmp_seq=21 ttl=64 time=0.874 ms
64 bytes from 192.168.79.129: icmp_seq=22 ttl=64 time=0.757 ms
64 bytes from 192.168.79.129: icmp_seq=23 ttl=64 time=1.05 ms
64 bytes from 192.168.79.129: icmp_seq=24 ttl=64 time=0.759 ms
64 bytes from 192.168.79.129: icmp_seq=25 ttl=64 time=0.712 ms
64 bytes from 192.168.79.129: icmp_seq=26 ttl=64 time=0.506 ms
64 bytes from 192.168.79.129: icmp_seq=27 ttl=64 time=0.583 ms
64 bytes from 192.168.79.129: icmp_seq=28 ttl=64 time=0.561 ms
64 bytes from 192.168.79.129: icmp_seq=29 ttl=64 time=1.95 ms
64 bytes from 192.168.79.129: icmp_seq=30 ttl=64 time=3.97 ms
64 bytes from 192.168.79.129: icmp_seq=31 ttl=64 time=2.21 ms
64 bytes from 192.168.79.129: icmp_seq=32 ttl=64 time=0.560 ms
64 bytes from 192.168.79.129: icmp_seq=33 ttl=64 time=0.817 ms
64 bytes from 192.168.79.129: icmp_seq=34 ttl=64 time=0.631 ms
64 bytes from 192.168.79.129: icmp_seq=35 ttl=64 time=0.671 ms
64 bytes from 192.168.79.129: icmp_seq=36 ttl=64 time=0.627 ms
64 bytes from 192.168.79.129: icmp_seq=37 ttl=64 time=0.569 ms
64 bytes from 192.168.79.129: icmp_seq=38 ttl=64 time=0.562 ms
64 bytes from 192.168.79.129: icmp_seq=39 ttl=64 time=0.629 ms
64 bytes from 192.168.79.129: icmp_seq=40 ttl=64 time=0.646 ms
64 bytes from 192.168.79.129: icmp_seq=41 ttl=64 time=0.475 ms
64 bytes from 192.168.79.129: icmp_seq=42 ttl=64 time=0.758 ms
64 bytes from 192.168.79.129: icmp_seq=43 ttl=64 time=0.973 ms
64 bytes from 192.168.79.129: icmp_seq=44 ttl=64 time=0.899 ms
64 bytes from 192.168.79.129: icmp_seq=45 ttl=64 time=0.789 ms
64 bytes from 192.168.79.129: icmp_seq=46 ttl=64 time=0.974 ms
64 bytes from 192.168.79.129: icmp_seq=47 ttl=64 time=0.847 ms
64 bytes from 192.168.79.129: icmp_seq=48 ttl=64 time=0.782 ms
64 bytes from 192.168.79.129: icmp_seq=49 ttl=64 time=0.458 ms
64 bytes from 192.168.79.129: icmp_seq=50 ttl=64 time=0.626 ms
64 bytes from 192.168.79.129: icmp_seq=51 ttl=64 time=0.719 ms
64 bytes from 192.168.79.129: icmp_seq=52 ttl=64 time=0.623 ms
64 bytes from 192.168.79.129: icmp_seq=53 ttl=64 time=0.740 ms
64 bytes from 192.168.79.129: icmp_seq=54 ttl=64 time=0.826 ms
64 bytes from 192.168.79.129: icmp_seq=55 ttl=64 time=0.838 ms
64 bytes from 192.168.79.129: icmp_seq=56 ttl=64 time=1.36 ms
64 bytes from 192.168.79.129: icmp_seq=57 ttl=64 time=0.764 ms
64 bytes from 192.168.79.129: icmp_seq=58 ttl=64 time=0.848 ms
64 bytes from 192.168.79.129: icmp_seq=59 ttl=64 time=0.859 ms
64 bytes from 192.168.79.129: icmp_seq=60 ttl=64 time=0.526 ms
64 bytes from 192.168.79.129: icmp_seq=61 ttl=64 time=0.566 ms
64 bytes from 192.168.79.129: icmp_seq=62 ttl=64 time=0.603 ms
64 bytes from 192.168.79.129: icmp_seq=63 ttl=64 time=0.725 ms
64 bytes from 192.168.79.129: icmp_seq=64 ttl=64 time=0.705 ms
64 bytes from 192.168.79.129: icmp_seq=65 ttl=64 time=0.494 ms
64 bytes from 192.168.79.129: icmp_seq=66 ttl=64 time=0.798 ms
64 bytes from 192.168.79.129: icmp_seq=67 ttl=64 time=0.470 ms
64 bytes from 192.168.79.129: icmp_seq=68 ttl=64 time=0.890 ms
64 bytes from 192.168.79.129: icmp_seq=69 ttl=64 time=0.848 ms
64 bytes from 192.168.79.129: icmp_seq=70 ttl=64 time=0.771 ms
64 bytes from 192.168.79.129: icmp_seq=71 ttl=64 time=0.697 ms
64 bytes from 192.168.79.129: icmp_seq=72 ttl=64 time=0.567 ms
64 bytes from 192.168.79.129: icmp_seq=73 ttl=64 time=0.994 ms
64 bytes from 192.168.79.129: icmp_seq=74 ttl=64 time=0.687 ms
64 bytes from 192.168.79.129: icmp_seq=75 ttl=64 time=0.851 ms
64 bytes from 192.168.79.129: icmp_seq=76 ttl=64 time=0.756 ms
64 bytes from 192.168.79.129: icmp_seq=77 ttl=64 time=0.797 ms
64 bytes from 192.168.79.129: icmp_seq=78 ttl=64 time=0.721 ms
64 bytes from 192.168.79.129: icmp_seq=79 ttl=64 time=0.925 ms
64 bytes from 192.168.79.129: icmp_seq=80 ttl=64 time=1.09 ms
64 bytes from 192.168.79.129: icmp_seq=81 ttl=64 time=0.870 ms
64 bytes from 192.168.79.129: icmp_seq=82 ttl=64 time=0.930 ms
64 bytes from 192.168.79.129: icmp_seq=83 ttl=64 time=0.871 ms
64 bytes from 192.168.79.129: icmp_seq=84 ttl=64 time=0.681 ms
64 bytes from 192.168.79.129: icmp_seq=85 ttl=64 time=1.11 ms
64 bytes from 192.168.79.129: icmp_seq=86 ttl=64 time=0.534 ms
64 bytes from 192.168.79.129: icmp_seq=87 ttl=64 time=0.784 ms
64 bytes from 192.168.79.129: icmp_seq=88 ttl=64 time=1.04 ms
64 bytes from 192.168.79.129: icmp_seq=89 ttl=64 time=0.891 ms
64 bytes from 192.168.79.129: icmp_seq=90 ttl=64 time=0.592 ms
64 bytes from 192.168.79.129: icmp_seq=91 ttl=64 time=0.808 ms
64 bytes from 192.168.79.129: icmp_seq=92 ttl=64 time=0.757 ms
64 bytes from 192.168.79.129: icmp_seq=93 ttl=64 time=0.872 ms
64 bytes from 192.168.79.129: icmp_seq=94 ttl=64 time=0.791 ms
64 bytes from 192.168.79.129: icmp_seq=95 ttl=64 time=0.753 ms
64 bytes from 192.168.79.129: icmp_seq=96 ttl=64 time=0.572 ms
64 bytes from 192.168.79.129: icmp_seq=97 ttl=64 time=0.841 ms
64 bytes from 192.168.79.129: icmp_seq=98 ttl=64 time=0.574 ms
64 bytes from 192.168.79.129: icmp_seq=99 ttl=64 time=2.12 ms
64 bytes from 192.168.79.129: icmp_seq=100 ttl=64 time=0.485 ms

--- 192.168.79.129 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 100861ms
rtt min/avg/max/mdev = 0.435/0.819/3.969/0.429 ms
