timestamp,cpu_percent,mem_used_mb,mem_percent
1762414527.3463027,22.50,2255.57,58.30
1762414528.3473191,89.80,2254.52,58.30
1762414529.3484838,81.10,2279.21,58.90
1762414530.3493218,90.20,2278.59,58.90
1762414531.3510032,77.50,2296.04,59.40
1762414532.3527973,55.60,2300.61,59.50
1762414533.3537033,33.30,2295.68,59.30
1762414534.3557808,15.90,2296.71,59.40
1762414535.357689,37.30,2298.36,59.40
1762414536.3595774,5.10,2294.97,59.30
1762414537.361213,8.80,2296.89,59.40
1762414538.3627818,4.90,2296.51,59.40
1762414539.3644516,5.60,2296.21,59.40
1762414540.3652883,1.70,2286.43,59.10
1762414541.3668966,2.70,2286.58,59.10
1762414542.3687322,1.60,2287.30,59.10
1762414543.3701422,8.30,2287.37,59.10
1762414544.3717546,1.60,2287.29,59.10
1762414545.3733182,8.40,2288.03,59.10
1762414546.3741357,5.60,2288.82,59.20
1762414547.375559,56.00,2289.98,59.20
1762414548.3765538,34.30,2291.47,59.20
1762414549.378321,26.30,2291.41,59.20
1762414550.3793764,28.10,2289.37,59.20
1762414551.381072,33.90,2288.90,59.20
1762414552.3822672,11.70,2289.43,59.20
1762414553.3842368,34.60,2258.11,58.40
1762414554.3853161,13.30,2263.57,58.50
1762414555.3862333,66.30,2283.71,59.00
1762414556.3879058,2.70,2284.65,59.10
