timestamp,cpu_percent,mem_used_mb,mem_percent
1762428968.557871,100.00,2619.06,67.70
1762428969.5612307,100.00,2617.96,67.70
1762428970.5637443,100.00,2616.66,67.60
1762428971.5667584,100.00,2615.65,67.60
1762428972.5705993,100.00,2616.08,67.60
1762428973.571725,100.00,2618.34,67.70
1762428974.5765567,100.00,2617.11,67.70
1762428975.579013,100.00,2616.93,67.60
1762428976.5833578,100.00,2615.87,67.60
1762428977.5867844,100.00,2623.77,67.80
1762428978.592027,100.00,2611.98,67.50
1762428979.5952933,100.00,2612.91,67.50
1762428980.5990903,100.00,2616.25,67.60
1762428981.6018894,100.00,2621.90,67.80
1762428982.603606,99.40,2613.61,67.60
1762428983.6078246,100.00,2616.14,67.60
1762428984.6117754,100.00,2619.27,67.70
1762428985.615129,100.00,2615.24,67.60
1762428986.6162167,100.00,2616.06,67.60
1762428987.6190822,100.00,2613.93,67.60
1762428988.6242201,100.00,2613.98,67.60
1762428989.63231,100.00,2616.01,67.60
1762428990.6336293,100.00,2614.79,67.60
1762428991.6377041,100.00,2613.80,67.60
1762428992.6412916,100.00,2613.02,67.50
1762428993.6453629,100.00,2616.82,67.60
1762428994.649949,100.00,2619.91,67.70
1762428995.656447,100.00,2614.86,67.60
1762428996.657668,100.00,2616.23,67.60
1762428997.6603856,92.00,2612.20,67.50
