timestamp,cpu_percent,mem_used_mb,mem_percent
1762425198.8498275,96.60,2491.73,64.40
1762425199.8915586,100.00,2490.49,64.40
1762425200.9105182,100.00,2499.68,64.60
1762425201.9410443,99.40,2502.15,64.70
1762425202.942615,100.00,2500.54,64.60
1762425203.9582832,100.00,2496.75,64.50
1762425204.994084,95.60,2493.33,64.50
1762425206.0780563,89.80,2492.77,64.40
1762425207.1388018,99.40,2498.50,64.60
1762425208.148806,100.00,2496.26,64.50
1762425209.1696703,100.00,2495.01,64.50
1762425210.1714633,100.00,2493.07,64.40
1762425211.1901126,100.00,2493.82,64.50
1762425212.24965,99.30,2492.49,64.40
1762425213.2561324,99.30,2497.11,64.60
1762425214.2732573,99.40,2494.73,64.50
1762425215.2749636,98.80,2492.76,64.40
1762425216.3483903,100.00,2498.41,64.60
1762425217.3519425,99.50,2494.62,64.50
1762425218.3554618,99.50,2497.74,64.60
1762425219.3577213,100.00,2493.88,64.50
1762425220.3701637,100.00,2497.36,64.60
1762425221.380342,100.00,2496.18,64.50
1762425222.3832908,100.00,2492.71,64.40
1762425223.451199,100.00,2499.86,64.60
1762425224.4724448,100.00,2492.47,64.40
1762425225.4734483,100.00,2494.98,64.50
1762425226.4801226,100.00,2493.68,64.50
1762425227.4890234,100.00,2497.27,64.60
1762425228.4950342,44.70,2491.08,64.40
