PING 192.168.0.135 (192.168.0.135) 56(84) bytes of data.
64 bytes from 192.168.0.135: icmp_seq=1 ttl=64 time=0.866 ms
64 bytes from 192.168.0.135: icmp_seq=2 ttl=64 time=0.440 ms
64 bytes from 192.168.0.135: icmp_seq=3 ttl=64 time=0.469 ms
64 bytes from 192.168.0.135: icmp_seq=4 ttl=64 time=0.629 ms
64 bytes from 192.168.0.135: icmp_seq=5 ttl=64 time=0.667 ms
64 bytes from 192.168.0.135: icmp_seq=6 ttl=64 time=0.615 ms
64 bytes from 192.168.0.135: icmp_seq=7 ttl=64 time=0.609 ms
64 bytes from 192.168.0.135: icmp_seq=8 ttl=64 time=0.934 ms
64 bytes from 192.168.0.135: icmp_seq=9 ttl=64 time=0.734 ms
64 bytes from 192.168.0.135: icmp_seq=10 ttl=64 time=0.389 ms
64 bytes from 192.168.0.135: icmp_seq=11 ttl=64 time=0.741 ms
64 bytes from 192.168.0.135: icmp_seq=12 ttl=64 time=0.586 ms
64 bytes from 192.168.0.135: icmp_seq=13 ttl=64 time=0.916 ms
64 bytes from 192.168.0.135: icmp_seq=14 ttl=64 time=1.05 ms
64 bytes from 192.168.0.135: icmp_seq=15 ttl=64 time=0.738 ms
64 bytes from 192.168.0.135: icmp_seq=16 ttl=64 time=0.659 ms
64 bytes from 192.168.0.135: icmp_seq=17 ttl=64 time=0.532 ms
64 bytes from 192.168.0.135: icmp_seq=18 ttl=64 time=0.665 ms
64 bytes from 192.168.0.135: icmp_seq=19 ttl=64 time=0.581 ms
64 bytes from 192.168.0.135: icmp_seq=20 ttl=64 time=0.439 ms
64 bytes from 192.168.0.135: icmp_seq=21 ttl=64 time=0.983 ms
64 bytes from 192.168.0.135: icmp_seq=22 ttl=64 time=0.635 ms
64 bytes from 192.168.0.135: icmp_seq=23 ttl=64 time=0.877 ms
64 bytes from 192.168.0.135: icmp_seq=24 ttl=64 time=0.701 ms
64 bytes from 192.168.0.135: icmp_seq=25 ttl=64 time=0.527 ms
64 bytes from 192.168.0.135: icmp_seq=26 ttl=64 time=0.501 ms
64 bytes from 192.168.0.135: icmp_seq=27 ttl=64 time=0.625 ms
64 bytes from 192.168.0.135: icmp_seq=28 ttl=64 time=0.804 ms
64 bytes from 192.168.0.135: icmp_seq=29 ttl=64 time=0.615 ms
64 bytes from 192.168.0.135: icmp_seq=30 ttl=64 time=0.633 ms
64 bytes from 192.168.0.135: icmp_seq=31 ttl=64 time=0.663 ms
64 bytes from 192.168.0.135: icmp_seq=32 ttl=64 time=0.782 ms
64 bytes from 192.168.0.135: icmp_seq=33 ttl=64 time=0.813 ms
64 bytes from 192.168.0.135: icmp_seq=34 ttl=64 time=0.813 ms
64 bytes from 192.168.0.135: icmp_seq=35 ttl=64 time=0.551 ms
64 bytes from 192.168.0.135: icmp_seq=36 ttl=64 time=0.470 ms
64 bytes from 192.168.0.135: icmp_seq=37 ttl=64 time=0.684 ms
64 bytes from 192.168.0.135: icmp_seq=38 ttl=64 time=0.579 ms
64 bytes from 192.168.0.135: icmp_seq=39 ttl=64 time=0.639 ms
64 bytes from 192.168.0.135: icmp_seq=40 ttl=64 time=0.623 ms
64 bytes from 192.168.0.135: icmp_seq=41 ttl=64 time=0.589 ms
64 bytes from 192.168.0.135: icmp_seq=42 ttl=64 time=0.458 ms
64 bytes from 192.168.0.135: icmp_seq=43 ttl=64 time=0.478 ms
64 bytes from 192.168.0.135: icmp_seq=44 ttl=64 time=0.507 ms
64 bytes from 192.168.0.135: icmp_seq=45 ttl=64 time=0.592 ms
64 bytes from 192.168.0.135: icmp_seq=46 ttl=64 time=0.660 ms
64 bytes from 192.168.0.135: icmp_seq=47 ttl=64 time=0.566 ms
64 bytes from 192.168.0.135: icmp_seq=48 ttl=64 time=0.521 ms
64 bytes from 192.168.0.135: icmp_seq=49 ttl=64 time=0.425 ms
64 bytes from 192.168.0.135: icmp_seq=50 ttl=64 time=0.457 ms
64 bytes from 192.168.0.135: icmp_seq=51 ttl=64 time=0.441 ms
64 bytes from 192.168.0.135: icmp_seq=52 ttl=64 time=0.439 ms
64 bytes from 192.168.0.135: icmp_seq=53 ttl=64 time=0.605 ms
64 bytes from 192.168.0.135: icmp_seq=54 ttl=64 time=0.481 ms
64 bytes from 192.168.0.135: icmp_seq=55 ttl=64 time=0.450 ms
64 bytes from 192.168.0.135: icmp_seq=56 ttl=64 time=0.501 ms
64 bytes from 192.168.0.135: icmp_seq=57 ttl=64 time=1.52 ms
64 bytes from 192.168.0.135: icmp_seq=58 ttl=64 time=0.799 ms
64 bytes from 192.168.0.135: icmp_seq=59 ttl=64 time=0.828 ms
64 bytes from 192.168.0.135: icmp_seq=60 ttl=64 time=0.532 ms
64 bytes from 192.168.0.135: icmp_seq=61 ttl=64 time=1.18 ms
64 bytes from 192.168.0.135: icmp_seq=62 ttl=64 time=0.699 ms
64 bytes from 192.168.0.135: icmp_seq=63 ttl=64 time=0.504 ms
64 bytes from 192.168.0.135: icmp_seq=64 ttl=64 time=0.802 ms
64 bytes from 192.168.0.135: icmp_seq=65 ttl=64 time=0.661 ms
64 bytes from 192.168.0.135: icmp_seq=66 ttl=64 time=0.824 ms
64 bytes from 192.168.0.135: icmp_seq=67 ttl=64 time=0.622 ms
64 bytes from 192.168.0.135: icmp_seq=68 ttl=64 time=0.837 ms
64 bytes from 192.168.0.135: icmp_seq=69 ttl=64 time=0.796 ms
64 bytes from 192.168.0.135: icmp_seq=70 ttl=64 time=0.534 ms
64 bytes from 192.168.0.135: icmp_seq=71 ttl=64 time=1.54 ms
64 bytes from 192.168.0.135: icmp_seq=72 ttl=64 time=0.582 ms
64 bytes from 192.168.0.135: icmp_seq=73 ttl=64 time=0.660 ms
64 bytes from 192.168.0.135: icmp_seq=74 ttl=64 time=0.888 ms
64 bytes from 192.168.0.135: icmp_seq=75 ttl=64 time=0.925 ms
64 bytes from 192.168.0.135: icmp_seq=76 ttl=64 time=0.775 ms
64 bytes from 192.168.0.135: icmp_seq=77 ttl=64 time=0.398 ms
