PING 10.244.1.22 (10.244.1.22) 56(84) bytes of data.
64 bytes from 10.244.1.22: icmp_seq=1 ttl=62 time=420 ms
64 bytes from 10.244.1.22: icmp_seq=2 ttl=62 time=8.12 ms
64 bytes from 10.244.1.22: icmp_seq=3 ttl=62 time=12.8 ms
64 bytes from 10.244.1.22: icmp_seq=4 ttl=62 time=14.5 ms
64 bytes from 10.244.1.22: icmp_seq=5 ttl=62 time=37.4 ms
64 bytes from 10.244.1.22: icmp_seq=6 ttl=62 time=3.81 ms
64 bytes from 10.244.1.22: icmp_seq=7 ttl=62 time=20.1 ms
64 bytes from 10.244.1.22: icmp_seq=8 ttl=62 time=12.7 ms
64 bytes from 10.244.1.22: icmp_seq=9 ttl=62 time=74.9 ms
64 bytes from 10.244.1.22: icmp_seq=10 ttl=62 time=123 ms
64 bytes from 10.244.1.22: icmp_seq=11 ttl=62 time=4.57 ms
64 bytes from 10.244.1.22: icmp_seq=12 ttl=62 time=4.69 ms
64 bytes from 10.244.1.22: icmp_seq=13 ttl=62 time=10.3 ms
64 bytes from 10.244.1.22: icmp_seq=14 ttl=62 time=5.24 ms
64 bytes from 10.244.1.22: icmp_seq=15 ttl=62 time=9.07 ms
64 bytes from 10.244.1.22: icmp_seq=16 ttl=62 time=6.39 ms
64 bytes from 10.244.1.22: icmp_seq=17 ttl=62 time=3.82 ms
64 bytes from 10.244.1.22: icmp_seq=18 ttl=62 time=7.20 ms
64 bytes from 10.244.1.22: icmp_seq=19 ttl=62 time=6.26 ms
64 bytes from 10.244.1.22: icmp_seq=20 ttl=62 time=6.34 ms
64 bytes from 10.244.1.22: icmp_seq=21 ttl=62 time=4.68 ms
64 bytes from 10.244.1.22: icmp_seq=22 ttl=62 time=6.21 ms
64 bytes from 10.244.1.22: icmp_seq=23 ttl=62 time=29.6 ms
64 bytes from 10.244.1.22: icmp_seq=24 ttl=62 time=7.71 ms
64 bytes from 10.244.1.22: icmp_seq=25 ttl=62 time=5.81 ms
64 bytes from 10.244.1.22: icmp_seq=26 ttl=62 time=4.87 ms
64 bytes from 10.244.1.22: icmp_seq=27 ttl=62 time=9.95 ms
64 bytes from 10.244.1.22: icmp_seq=28 ttl=62 time=6.80 ms
64 bytes from 10.244.1.22: icmp_seq=29 ttl=62 time=6.00 ms
64 bytes from 10.244.1.22: icmp_seq=30 ttl=62 time=20.9 ms
64 bytes from 10.244.1.22: icmp_seq=31 ttl=62 time=11.1 ms
64 bytes from 10.244.1.22: icmp_seq=32 ttl=62 time=6.99 ms
64 bytes from 10.244.1.22: icmp_seq=33 ttl=62 time=8.22 ms
64 bytes from 10.244.1.22: icmp_seq=34 ttl=62 time=6.71 ms
64 bytes from 10.244.1.22: icmp_seq=35 ttl=62 time=5.39 ms
64 bytes from 10.244.1.22: icmp_seq=36 ttl=62 time=6.98 ms
64 bytes from 10.244.1.22: icmp_seq=37 ttl=62 time=5.62 ms
64 bytes from 10.244.1.22: icmp_seq=38 ttl=62 time=8.54 ms
64 bytes from 10.244.1.22: icmp_seq=39 ttl=62 time=10.1 ms
64 bytes from 10.244.1.22: icmp_seq=40 ttl=62 time=9.60 ms
64 bytes from 10.244.1.22: icmp_seq=41 ttl=62 time=5.58 ms
64 bytes from 10.244.1.22: icmp_seq=42 ttl=62 time=4.40 ms
64 bytes from 10.244.1.22: icmp_seq=43 ttl=62 time=10.0 ms
64 bytes from 10.244.1.22: icmp_seq=44 ttl=62 time=4.83 ms
64 bytes from 10.244.1.22: icmp_seq=45 ttl=62 time=5.50 ms
64 bytes from 10.244.1.22: icmp_seq=46 ttl=62 time=4.97 ms
64 bytes from 10.244.1.22: icmp_seq=47 ttl=62 time=8.17 ms
64 bytes from 10.244.1.22: icmp_seq=48 ttl=62 time=5.45 ms
64 bytes from 10.244.1.22: icmp_seq=49 ttl=62 time=4.86 ms
64 bytes from 10.244.1.22: icmp_seq=51 ttl=62 time=9.03 ms
64 bytes from 10.244.1.22: icmp_seq=52 ttl=62 time=5.21 ms
64 bytes from 10.244.1.22: icmp_seq=53 ttl=62 time=7.37 ms
64 bytes from 10.244.1.22: icmp_seq=54 ttl=62 time=5.22 ms
64 bytes from 10.244.1.22: icmp_seq=55 ttl=62 time=5.07 ms
64 bytes from 10.244.1.22: icmp_seq=56 ttl=62 time=5.42 ms
64 bytes from 10.244.1.22: icmp_seq=57 ttl=62 time=8.52 ms
64 bytes from 10.244.1.22: icmp_seq=58 ttl=62 time=6.43 ms
64 bytes from 10.244.1.22: icmp_seq=59 ttl=62 time=12.3 ms
64 bytes from 10.244.1.22: icmp_seq=60 ttl=62 time=8.64 ms
64 bytes from 10.244.1.22: icmp_seq=61 ttl=62 time=9.17 ms
64 bytes from 10.244.1.22: icmp_seq=62 ttl=62 time=5.12 ms
64 bytes from 10.244.1.22: icmp_seq=63 ttl=62 time=9.52 ms
64 bytes from 10.244.1.22: icmp_seq=64 ttl=62 time=294 ms
64 bytes from 10.244.1.22: icmp_seq=65 ttl=62 time=263 ms
64 bytes from 10.244.1.22: icmp_seq=66 ttl=62 time=314 ms
64 bytes from 10.244.1.22: icmp_seq=67 ttl=62 time=389 ms
64 bytes from 10.244.1.22: icmp_seq=68 ttl=62 time=226 ms
64 bytes from 10.244.1.22: icmp_seq=69 ttl=62 time=592 ms
64 bytes from 10.244.1.22: icmp_seq=70 ttl=62 time=64.6 ms
64 bytes from 10.244.1.22: icmp_seq=71 ttl=62 time=1136 ms
64 bytes from 10.244.1.22: icmp_seq=72 ttl=62 time=533 ms
64 bytes from 10.244.1.22: icmp_seq=73 ttl=62 time=41.9 ms
64 bytes from 10.244.1.22: icmp_seq=74 ttl=62 time=268 ms
64 bytes from 10.244.1.22: icmp_seq=75 ttl=62 time=484 ms
64 bytes from 10.244.1.22: icmp_seq=76 ttl=62 time=77.5 ms
64 bytes from 10.244.1.22: icmp_seq=77 ttl=62 time=20.9 ms
64 bytes from 10.244.1.22: icmp_seq=78 ttl=62 time=2618 ms
64 bytes from 10.244.1.22: icmp_seq=79 ttl=62 time=2170 ms
