timestamp,cpu_percent,mem_used_mb,mem_percent
1762421009.5175087,7.30,2394.64,61.90
1762421010.5194206,1.60,2396.42,61.90
1762421011.5202477,2.80,2397.78,62.00
1762421012.5220706,0.60,2397.06,62.00
1762421013.5237064,1.70,2397.81,62.00
1762421014.5247254,1.80,2399.05,62.00
1762421015.5263934,2.90,2397.19,62.00
1762421016.527418,5.20,2397.86,62.00
1762421017.529578,1.70,2398.82,62.00
1762421018.5302181,5.80,2399.95,62.00
1762421019.5317163,2.90,2397.86,62.00
1762421020.5326574,2.20,2398.73,62.00
1762421021.534295,1.70,2399.21,62.00
1762421022.535348,1.70,2397.80,62.00
1762421023.5362778,2.20,2397.81,62.00
1762421024.5371575,1.10,2398.11,62.00
1762421025.5392668,1.10,2398.98,62.00
1762421026.5408707,4.10,2398.67,62.00
1762421027.5423841,4.70,2398.96,62.00
1762421028.5432007,10.10,2400.14,62.00
1762421029.5441442,2.20,2399.13,62.00
1762421030.5458028,1.10,2399.21,62.00
1762421031.547491,1.70,2400.28,62.00
1762421032.5534344,1.10,2400.06,62.00
1762421033.5557466,2.90,2400.86,62.10
1762421034.5573156,4.00,2402.34,62.10
1762421035.558776,2.30,2400.43,62.10
1762421036.5603602,1.70,2400.35,62.00
1762421037.5619442,2.30,2400.38,62.00
1762421038.5634606,1.60,2400.56,62.10
