timestamp,cpu_percent,mem_used_mb,mem_percent
1762423029.6767337,92.70,2482.18,64.20
1762423030.6968997,100.00,2482.44,64.20
1762423031.6983838,99.40,2486.15,64.30
1762423032.6995325,100.00,2484.88,64.20
1762423033.7015874,98.50,2481.20,64.10
1762423034.7164469,100.00,2484.47,64.20
1762423035.7181733,100.00,2485.54,64.30
1762423036.7295551,100.00,2482.88,64.20
1762423037.74535,100.00,2480.97,64.10
1762423038.7463353,100.00,2478.95,64.10
1762423039.7482893,100.00,2482.80,64.20
1762423040.7496784,100.00,2481.94,64.20
1762423041.7520738,100.00,2485.16,64.20
1762423042.7564523,98.80,2483.79,64.20
1762423043.7603757,100.00,2483.25,64.20
1762423044.7633038,100.00,2488.29,64.30
1762423045.7793634,96.40,2490.68,64.40
1762423046.7874165,66.70,2492.61,64.40
1762423047.8424675,100.00,2486.66,64.30
1762423048.843697,100.00,2481.60,64.10
1762423049.8565369,100.00,2488.41,64.30
1762423050.8586414,100.00,2485.27,64.20
1762423051.8623848,99.40,2490.44,64.40
1762423052.8668244,100.00,2486.98,64.30
1762423053.8731072,99.50,2479.28,64.10
1762423054.8943899,100.00,2483.21,64.20
1762423055.8982873,100.00,2479.64,64.10
1762423056.9326408,100.00,2486.75,64.30
1762423057.941063,100.00,2491.24,64.40
1762423058.9460945,76.70,2479.05,64.10
