PING 192.168.10.128 (192.168.10.128) 56(84) bytes of data.
64 bytes from 192.168.10.128: icmp_seq=1 ttl=64 time=0.517 ms
64 bytes from 192.168.10.128: icmp_seq=2 ttl=64 time=0.544 ms
64 bytes from 192.168.10.128: icmp_seq=3 ttl=64 time=0.845 ms
64 bytes from 192.168.10.128: icmp_seq=4 ttl=64 time=0.767 ms
64 bytes from 192.168.10.128: icmp_seq=5 ttl=64 time=0.979 ms
64 bytes from 192.168.10.128: icmp_seq=6 ttl=64 time=0.669 ms
64 bytes from 192.168.10.128: icmp_seq=7 ttl=64 time=0.555 ms
64 bytes from 192.168.10.128: icmp_seq=8 ttl=64 time=0.624 ms
64 bytes from 192.168.10.128: icmp_seq=9 ttl=64 time=0.745 ms
64 bytes from 192.168.10.128: icmp_seq=10 ttl=64 time=0.778 ms
64 bytes from 192.168.10.128: icmp_seq=11 ttl=64 time=0.852 ms
64 bytes from 192.168.10.128: icmp_seq=12 ttl=64 time=0.781 ms
64 bytes from 192.168.10.128: icmp_seq=13 ttl=64 time=0.927 ms
64 bytes from 192.168.10.128: icmp_seq=14 ttl=64 time=0.801 ms
64 bytes from 192.168.10.128: icmp_seq=15 ttl=64 time=0.694 ms
64 bytes from 192.168.10.128: icmp_seq=16 ttl=64 time=0.612 ms
64 bytes from 192.168.10.128: icmp_seq=17 ttl=64 time=0.826 ms
64 bytes from 192.168.10.128: icmp_seq=18 ttl=64 time=0.521 ms
64 bytes from 192.168.10.128: icmp_seq=19 ttl=64 time=0.752 ms
64 bytes from 192.168.10.128: icmp_seq=20 ttl=64 time=0.535 ms
64 bytes from 192.168.10.128: icmp_seq=21 ttl=64 time=0.809 ms
64 bytes from 192.168.10.128: icmp_seq=22 ttl=64 time=0.526 ms
64 bytes from 192.168.10.128: icmp_seq=23 ttl=64 time=0.655 ms
64 bytes from 192.168.10.128: icmp_seq=24 ttl=64 time=0.604 ms
64 bytes from 192.168.10.128: icmp_seq=25 ttl=64 time=0.533 ms
64 bytes from 192.168.10.128: icmp_seq=26 ttl=64 time=0.663 ms
64 bytes from 192.168.10.128: icmp_seq=27 ttl=64 time=0.649 ms
64 bytes from 192.168.10.128: icmp_seq=28 ttl=64 time=0.774 ms
64 bytes from 192.168.10.128: icmp_seq=29 ttl=64 time=0.902 ms
64 bytes from 192.168.10.128: icmp_seq=30 ttl=64 time=0.643 ms
64 bytes from 192.168.10.128: icmp_seq=31 ttl=64 time=0.836 ms
64 bytes from 192.168.10.128: icmp_seq=32 ttl=64 time=0.559 ms
64 bytes from 192.168.10.128: icmp_seq=33 ttl=64 time=0.493 ms
64 bytes from 192.168.10.128: icmp_seq=34 ttl=64 time=0.716 ms
64 bytes from 192.168.10.128: icmp_seq=35 ttl=64 time=0.698 ms
64 bytes from 192.168.10.128: icmp_seq=36 ttl=64 time=2.26 ms
64 bytes from 192.168.10.128: icmp_seq=37 ttl=64 time=0.972 ms
64 bytes from 192.168.10.128: icmp_seq=38 ttl=64 time=8.94 ms
64 bytes from 192.168.10.128: icmp_seq=39 ttl=64 time=10.6 ms
64 bytes from 192.168.10.128: icmp_seq=40 ttl=64 time=1.39 ms
64 bytes from 192.168.10.128: icmp_seq=41 ttl=64 time=0.721 ms
64 bytes from 192.168.10.128: icmp_seq=42 ttl=64 time=0.714 ms
64 bytes from 192.168.10.128: icmp_seq=43 ttl=64 time=2.16 ms
64 bytes from 192.168.10.128: icmp_seq=44 ttl=64 time=0.667 ms
64 bytes from 192.168.10.128: icmp_seq=45 ttl=64 time=0.857 ms
64 bytes from 192.168.10.128: icmp_seq=46 ttl=64 time=0.788 ms
64 bytes from 192.168.10.128: icmp_seq=47 ttl=64 time=0.549 ms
64 bytes from 192.168.10.128: icmp_seq=48 ttl=64 time=0.601 ms
64 bytes from 192.168.10.128: icmp_seq=49 ttl=64 time=0.714 ms
64 bytes from 192.168.10.128: icmp_seq=50 ttl=64 time=0.602 ms
64 bytes from 192.168.10.128: icmp_seq=51 ttl=64 time=0.836 ms
64 bytes from 192.168.10.128: icmp_seq=52 ttl=64 time=0.593 ms
64 bytes from 192.168.10.128: icmp_seq=53 ttl=64 time=0.831 ms
64 bytes from 192.168.10.128: icmp_seq=54 ttl=64 time=1.34 ms
64 bytes from 192.168.10.128: icmp_seq=55 ttl=64 time=0.852 ms
64 bytes from 192.168.10.128: icmp_seq=56 ttl=64 time=0.545 ms
64 bytes from 192.168.10.128: icmp_seq=57 ttl=64 time=0.615 ms
64 bytes from 192.168.10.128: icmp_seq=58 ttl=64 time=0.667 ms
64 bytes from 192.168.10.128: icmp_seq=59 ttl=64 time=0.643 ms
64 bytes from 192.168.10.128: icmp_seq=60 ttl=64 time=0.734 ms
64 bytes from 192.168.10.128: icmp_seq=61 ttl=64 time=0.386 ms
64 bytes from 192.168.10.128: icmp_seq=62 ttl=64 time=0.647 ms
64 bytes from 192.168.10.128: icmp_seq=63 ttl=64 time=0.626 ms
64 bytes from 192.168.10.128: icmp_seq=64 ttl=64 time=0.638 ms
64 bytes from 192.168.10.128: icmp_seq=65 ttl=64 time=0.441 ms
64 bytes from 192.168.10.128: icmp_seq=66 ttl=64 time=0.661 ms
64 bytes from 192.168.10.128: icmp_seq=67 ttl=64 time=0.740 ms
64 bytes from 192.168.10.128: icmp_seq=68 ttl=64 time=0.899 ms
64 bytes from 192.168.10.128: icmp_seq=69 ttl=64 time=0.506 ms
64 bytes from 192.168.10.128: icmp_seq=70 ttl=64 time=0.654 ms
64 bytes from 192.168.10.128: icmp_seq=71 ttl=64 time=0.509 ms
64 bytes from 192.168.10.128: icmp_seq=72 ttl=64 time=0.904 ms
64 bytes from 192.168.10.128: icmp_seq=73 ttl=64 time=0.903 ms
64 bytes from 192.168.10.128: icmp_seq=74 ttl=64 time=0.653 ms
64 bytes from 192.168.10.128: icmp_seq=75 ttl=64 time=0.516 ms
64 bytes from 192.168.10.128: icmp_seq=76 ttl=64 time=0.656 ms
64 bytes from 192.168.10.128: icmp_seq=77 ttl=64 time=0.805 ms
64 bytes from 192.168.10.128: icmp_seq=78 ttl=64 time=0.598 ms
64 bytes from 192.168.10.128: icmp_seq=79 ttl=64 time=0.719 ms
64 bytes from 192.168.10.128: icmp_seq=80 ttl=64 time=0.764 ms
64 bytes from 192.168.10.128: icmp_seq=81 ttl=64 time=0.734 ms
64 bytes from 192.168.10.128: icmp_seq=82 ttl=64 time=0.718 ms
64 bytes from 192.168.10.128: icmp_seq=83 ttl=64 time=0.755 ms
64 bytes from 192.168.10.128: icmp_seq=84 ttl=64 time=0.676 ms
64 bytes from 192.168.10.128: icmp_seq=85 ttl=64 time=0.749 ms
64 bytes from 192.168.10.128: icmp_seq=86 ttl=64 time=0.489 ms
64 bytes from 192.168.10.128: icmp_seq=87 ttl=64 time=0.824 ms
64 bytes from 192.168.10.128: icmp_seq=88 ttl=64 time=1.50 ms
64 bytes from 192.168.10.128: icmp_seq=89 ttl=64 time=0.749 ms
64 bytes from 192.168.10.128: icmp_seq=90 ttl=64 time=0.924 ms
64 bytes from 192.168.10.128: icmp_seq=91 ttl=64 time=0.706 ms
64 bytes from 192.168.10.128: icmp_seq=92 ttl=64 time=0.791 ms
64 bytes from 192.168.10.128: icmp_seq=93 ttl=64 time=0.708 ms
64 bytes from 192.168.10.128: icmp_seq=94 ttl=64 time=0.577 ms
64 bytes from 192.168.10.128: icmp_seq=95 ttl=64 time=0.819 ms
64 bytes from 192.168.10.128: icmp_seq=96 ttl=64 time=0.879 ms
64 bytes from 192.168.10.128: icmp_seq=97 ttl=64 time=0.782 ms
64 bytes from 192.168.10.128: icmp_seq=98 ttl=64 time=0.853 ms
64 bytes from 192.168.10.128: icmp_seq=99 ttl=64 time=0.864 ms
64 bytes from 192.168.10.128: icmp_seq=100 ttl=64 time=0.901 ms

--- 192.168.10.128 ping statistics ---
