PING 192.168.0.135 (192.168.0.135) 56(84) bytes of data.
64 bytes from 192.168.0.135: icmp_seq=1 ttl=64 time=1.71 ms
64 bytes from 192.168.0.135: icmp_seq=2 ttl=64 time=0.869 ms
64 bytes from 192.168.0.135: icmp_seq=3 ttl=64 time=0.666 ms
64 bytes from 192.168.0.135: icmp_seq=4 ttl=64 time=0.711 ms
64 bytes from 192.168.0.135: icmp_seq=5 ttl=64 time=0.563 ms
64 bytes from 192.168.0.135: icmp_seq=6 ttl=64 time=0.871 ms
64 bytes from 192.168.0.135: icmp_seq=7 ttl=64 time=0.587 ms
64 bytes from 192.168.0.135: icmp_seq=8 ttl=64 time=0.467 ms
64 bytes from 192.168.0.135: icmp_seq=9 ttl=64 time=0.910 ms
64 bytes from 192.168.0.135: icmp_seq=10 ttl=64 time=0.776 ms
64 bytes from 192.168.0.135: icmp_seq=11 ttl=64 time=0.845 ms
64 bytes from 192.168.0.135: icmp_seq=12 ttl=64 time=0.746 ms
64 bytes from 192.168.0.135: icmp_seq=13 ttl=64 time=0.695 ms
64 bytes from 192.168.0.135: icmp_seq=14 ttl=64 time=0.565 ms
64 bytes from 192.168.0.135: icmp_seq=15 ttl=64 time=0.609 ms
64 bytes from 192.168.0.135: icmp_seq=16 ttl=64 time=0.842 ms
64 bytes from 192.168.0.135: icmp_seq=17 ttl=64 time=0.615 ms
64 bytes from 192.168.0.135: icmp_seq=18 ttl=64 time=0.709 ms
64 bytes from 192.168.0.135: icmp_seq=19 ttl=64 time=0.611 ms
64 bytes from 192.168.0.135: icmp_seq=20 ttl=64 time=0.456 ms
64 bytes from 192.168.0.135: icmp_seq=21 ttl=64 time=0.539 ms
64 bytes from 192.168.0.135: icmp_seq=22 ttl=64 time=0.688 ms
64 bytes from 192.168.0.135: icmp_seq=23 ttl=64 time=0.725 ms
64 bytes from 192.168.0.135: icmp_seq=24 ttl=64 time=0.735 ms
64 bytes from 192.168.0.135: icmp_seq=25 ttl=64 time=0.483 ms
64 bytes from 192.168.0.135: icmp_seq=26 ttl=64 time=0.582 ms
64 bytes from 192.168.0.135: icmp_seq=27 ttl=64 time=0.468 ms
64 bytes from 192.168.0.135: icmp_seq=28 ttl=64 time=0.504 ms
64 bytes from 192.168.0.135: icmp_seq=29 ttl=64 time=0.582 ms
64 bytes from 192.168.0.135: icmp_seq=30 ttl=64 time=0.712 ms
64 bytes from 192.168.0.135: icmp_seq=31 ttl=64 time=0.615 ms
64 bytes from 192.168.0.135: icmp_seq=32 ttl=64 time=0.874 ms
64 bytes from 192.168.0.135: icmp_seq=33 ttl=64 time=0.761 ms
64 bytes from 192.168.0.135: icmp_seq=34 ttl=64 time=0.518 ms
64 bytes from 192.168.0.135: icmp_seq=35 ttl=64 time=0.535 ms
