timestamp,cpu_percent,mem_used_mb
1762777481.1093583,26.40,2136.11
1762777482.111177,28.70,2130.54
1762777483.1121902,11.00,2129.72
1762777484.1133559,3.30,2110.20
1762777485.1141865,4.80,2097.11
1762777486.1154668,16.60,2097.72
1762777487.1178355,8.10,2098.62
1762777488.1185727,2.80,2097.89
1762777489.1203146,6.40,2098.63
1762777490.1222346,30.50,2097.45
1762777491.1243517,4.10,2096.57
1762777492.1259556,3.40,2096.40
1762777493.1279173,2.90,2097.16
1762777494.1298084,25.30,2097.28
1762777495.1314342,7.60,2097.04
1762777496.1340697,3.40,2097.25
1762777497.1382654,3.90,2097.98
1762777498.140801,3.40,2098.04
1762777499.142745,4.60,2098.53
1762777500.1437974,12.80,2098.54
1762777501.1451874,5.90,2099.32
1762777502.1474936,5.30,2098.10
1762777503.1494894,5.20,2097.12
1762777504.1504004,3.40,2096.01
1762777505.1519847,1.10,2096.80
1762777506.1537004,4.50,2097.08
1762777507.155907,4.00,2097.40
1762777508.1578944,7.00,2097.65
1762777509.1620982,5.30,2096.73
1762777510.1641796,4.50,2097.36
