PING 10.244.1.25 (10.244.1.25) 56(84) bytes of data.
64 bytes from 10.244.1.25: icmp_seq=1 ttl=62 time=3321 ms
64 bytes from 10.244.1.25: icmp_seq=2 ttl=62 time=2277 ms
64 bytes from 10.244.1.25: icmp_seq=3 ttl=62 time=1844 ms
64 bytes from 10.244.1.25: icmp_seq=4 ttl=62 time=820 ms
64 bytes from 10.244.1.25: icmp_seq=6 ttl=62 time=2532 ms
64 bytes from 10.244.1.25: icmp_seq=7 ttl=62 time=1906 ms
64 bytes from 10.244.1.25: icmp_seq=8 ttl=62 time=1467 ms
64 bytes from 10.244.1.25: icmp_seq=9 ttl=62 time=1065 ms
64 bytes from 10.244.1.25: icmp_seq=10 ttl=62 time=465 ms
64 bytes from 10.244.1.25: icmp_seq=11 ttl=62 time=250 ms
64 bytes from 10.244.1.25: icmp_seq=12 ttl=62 time=275 ms
64 bytes from 10.244.1.25: icmp_seq=13 ttl=62 time=52.5 ms
64 bytes from 10.244.1.25: icmp_seq=14 ttl=62 time=99.2 ms
64 bytes from 10.244.1.25: icmp_seq=15 ttl=62 time=54.1 ms
64 bytes from 10.244.1.25: icmp_seq=16 ttl=62 time=41.6 ms
64 bytes from 10.244.1.25: icmp_seq=17 ttl=62 time=253 ms
64 bytes from 10.244.1.25: icmp_seq=19 ttl=62 time=316 ms
64 bytes from 10.244.1.25: icmp_seq=22 ttl=62 time=2919 ms
64 bytes from 10.244.1.25: icmp_seq=23 ttl=62 time=1895 ms
64 bytes from 10.244.1.25: icmp_seq=24 ttl=62 time=871 ms
64 bytes from 10.244.1.25: icmp_seq=25 ttl=62 time=51.7 ms
64 bytes from 10.244.1.25: icmp_seq=26 ttl=62 time=44.5 ms
64 bytes from 10.244.1.25: icmp_seq=27 ttl=62 time=198 ms
64 bytes from 10.244.1.25: icmp_seq=28 ttl=62 time=42.9 ms
64 bytes from 10.244.1.25: icmp_seq=29 ttl=62 time=34.6 ms
64 bytes from 10.244.1.25: icmp_seq=30 ttl=62 time=196 ms
64 bytes from 10.244.1.25: icmp_seq=31 ttl=62 time=64.2 ms
64 bytes from 10.244.1.25: icmp_seq=32 ttl=62 time=67.4 ms
64 bytes from 10.244.1.25: icmp_seq=33 ttl=62 time=30.4 ms
64 bytes from 10.244.1.25: icmp_seq=34 ttl=62 time=44.4 ms
